Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GALE	SDR1E1	ENSG00000117308	UDP-galactose-4-epimerase	Q14376	1	23795599-23800781	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Carbohydrate metabolism, Galactose metabolism"	Isomerase	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"stomach 1: 119.2"	"Cell type enhanced"	"Detected in all"		"Gastric mucus-secreting cells: 250.6;Intestinal goblet cells: 141.4;Ionocytes: 140.6"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Minor Salivary Gland - Minor salivary glandular cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA070023			Approved	"Golgi apparatus,Cytosol"			NA	NA		140000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 14: Neurons - Synaptic function"	"Cluster 37: Non-specific - mRNA processing"	"Cluster 16: Intestinal goblet cells - Mucin production"	4	"Golgi apparatus, Cytosol"		"HPA070023: "	"unprognostic (3.78e-2)"	"unprognostic (1.54e-2)"	"unprognostic (2.19e-1)"	"unprognostic (1.46e-1)"	"unprognostic (4.31e-2)"	"unprognostic (8.45e-2)"	"unprognostic (3.87e-5)"	"unprognostic (6.33e-2)"	"unprognostic (1.16e-2)"	"unprognostic (2.98e-1)"	"unprognostic (8.96e-2)"	"unprognostic (1.50e-1)"	"unprognostic (8.77e-2)"	"unprognostic (1.01e-2)"	"unprognostic (2.25e-3)"	"unprognostic (1.53e-1)"	"unprognostic (2.38e-1)"	"unprognostic (3.59e-3)"	"unprognostic (6.59e-3)"	"unprognostic (1.33e-1)"	"unprognostic (7.58e-2)"	"unprognostic (4.39e-3)"	"unprognostic (2.67e-3)"	"unprognostic (2.02e-1)"	"unprognostic (3.14e-2)"	"unprognostic (2.55e-1)"	"unprognostic (2.52e-1)"	"unprognostic (1.82e-1)"	"unprognostic (3.57e-1)"	"unprognostic (6.19e-4)"	"unprognostic (1.07e-1)"
GALNT12	GalNAc-T12	ENSG00000119514	"Polypeptide N-acetylgalactosaminyltransferase 12"	Q8IXK2	9	98807670-98850081	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"epididymis: 73.0;intestine: 54.0;stomach 1: 53.4"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 77.1;Intestinal goblet cells: 141.6"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 50.2;upper rhombic lip: 47.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"Gallbladder cancer: 59.9"	"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Breast - Fibroblasts, Heart muscle - Fibroblasts, Minor Salivary Gland - Minor salivary glandular cells, Skeletal muscle - Fibroblasts, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"HPA048292, HPA071076"	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cell Junctions"			NA	NA		26000	"Cluster 22: Eosinophils - Transcription"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 16: Intestinal goblet cells - Mucin production"	25	"Plasma membrane"	"Nucleoplasm, Cell Junctions"	"HPA048292: AB_2680343, HPA071076: "	"unprognostic (4.78e-2)"	"unprognostic (1.33e-2)"	"unprognostic (3.56e-1)"	"unprognostic (4.09e-1)"	"unprognostic (1.81e-1)"	"unprognostic (4.92e-1)"	"unprognostic (2.78e-3)"	"unprognostic (6.81e-3)"	"unprognostic (6.04e-2)"	"unprognostic (3.66e-2)"	"unprognostic (3.44e-7)"	"unprognostic (1.50e-1)"	"unprognostic (2.32e-1)"		"unprognostic (1.62e-2)"	"unprognostic (2.53e-1)"	"unprognostic (2.74e-1)"	"unprognostic (1.67e-1)"	"unprognostic (2.60e-2)"	"unprognostic (1.57e-1)"	"unprognostic (2.79e-1)"	"unprognostic (3.49e-2)"	"unprognostic (8.37e-4)"	"unprognostic (2.21e-2)"	"unprognostic (4.16e-1)"	"unprognostic (1.00e-3)"	"unprognostic (1.62e-1)"	"unprognostic (5.02e-2)"	"unprognostic (1.55e-1)"	"unprognostic (4.07e-2)"	"unprognostic (2.50e-1)"
GALNT3	"GalNAc-T3, HFTC, HHS"	ENSG00000115339	"Polypeptide N-acetylgalactosaminyltransferase 3"	Q14435	2	165747588-165794659	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 75.3"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 172.5;Intestinal goblet cells: 140.9"	"Cell type enhanced"	"Detected in all"		"ependymal cell: 118.3;leukocyte: 72.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"basophil: 50.8"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - T-cells, Lung - Alveolar cells type 2, Stomach - Gastric mucous cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA007613	Enhanced		Supported	"Golgi apparatus"			NA	NA		270000	"Cluster 32: Basophils - Transcription"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	1	"Golgi apparatus"		"HPA007613: AB_1078941"	"unprognostic (9.88e-2)"	"unprognostic (1.34e-1)"	"unprognostic (2.75e-1)"	"unprognostic (2.88e-4)"	"unprognostic (2.35e-2)"	"unprognostic (5.43e-2)"	"unprognostic (4.96e-2)"	"unprognostic (1.69e-3)"	"unprognostic (8.60e-4)"	"unprognostic (2.78e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.20e-2)"	"unprognostic (2.67e-3)"	"unprognostic (1.27e-1)"	"unprognostic (8.77e-4)"	"unprognostic (2.05e-1)"	"unprognostic (2.01e-1)"	"unprognostic (5.54e-2)"	"unprognostic (3.54e-2)"	"unprognostic (4.35e-1)"	"unprognostic (6.63e-4)"	"unprognostic (9.23e-2)"	"unprognostic (1.07e-1)"	"unprognostic (4.87e-3)"	"unprognostic (5.37e-2)"	"unprognostic (2.43e-1)"	"unprognostic (2.36e-2)"	"unprognostic (2.40e-1)"	"unprognostic (8.94e-2)"	"unprognostic (1.52e-1)"
GALNT4	GalNAc-T4	ENSG00000257594	"Polypeptide N-acetylgalactosaminyltransferase 4"	Q8N4A0	12	89519412-89524796	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 30.8"	"Cell type enhanced"	"Detected in some"		"Gastric mucus-secreting cells: 10.6;Glandular and luminal cells: 3.2;Mesothelial cells: 2.9"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA076116			Approved	"Golgi apparatus"			NA	NA		620000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 45: Intestine - Digestion"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	3	"Golgi apparatus"		"HPA076116: AB_2686778"	"unprognostic (8.00e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.30e-4)"	"unprognostic (5.56e-2)"	"unprognostic (4.19e-2)"	"unprognostic (3.19e-1)"	"unprognostic (7.78e-2)"		"unprognostic (3.42e-2)"	"unprognostic (1.04e-1)"	"unprognostic (3.97e-8)"	"unprognostic (3.11e-3)"	"unprognostic (3.80e-2)"	"unprognostic (3.22e-2)"	"unprognostic (2.12e-1)"	"unprognostic (4.60e-3)"	"unprognostic (1.20e-1)"	"unprognostic (2.11e-1)"	"unprognostic (9.21e-3)"	"unprognostic (1.43e-1)"	"unprognostic (6.84e-2)"	"unprognostic (3.03e-2)"	"unprognostic (1.20e-3)"	"unprognostic (4.28e-2)"	"unprognostic (2.51e-2)"	"unprognostic (1.01e-2)"	"unprognostic (4.26e-1)"	"unprognostic (2.52e-1)"	"unprognostic (6.55e-2)"	"unprognostic (2.16e-1)"	"unprognostic (9.16e-3)"
GALNT5	GalNAc-T5	ENSG00000136542	"Polypeptide N-acetylgalactosaminyltransferase 5"	Q7Z7M9	2	157257705-157318491	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 13.1;lung: 9.9;stomach 1: 12.5"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 134.2;Alveolar cells type 2: 37.4;Distal enterocytes: 60.2;Intestinal goblet cells: 150.5;Salivary duct cells: 72.7"	"Group enriched"	"Detected in some"	11	"choroid plexus epithelial cell: 69.9;upper rhombic lip: 75.4"	"Low cancer specificity"	"Detected in many"			"Group enriched"	"Detected in many"	7	"cerebellum: 8.9;choroid plexus: 11.6"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 40.6"	"Colon - Colon enterocytes, Heart muscle - Fibroblasts, Skeletal muscle - Fibroblasts, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA008963, HPA009035"	Approved		Approved	"Nucleoli,Golgi apparatus,Vesicles,Cytosol"			NA	NA		1700000		"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 5: Non-specific - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 16: Intestinal goblet cells - Mucin production"	9	"Golgi apparatus, Cytosol"	"Nucleoli, Vesicles"	"HPA008963: AB_1078942, HPA009035: AB_1078943"	"unprognostic (2.43e-1)"	"unprognostic (3.00e-2)"	"unprognostic (1.67e-1)"	"unprognostic (1.19e-1)"	"unprognostic (1.56e-1)"	"unprognostic (1.61e-2)"		"unprognostic (6.91e-4)"	"unprognostic (3.52e-2)"			"unprognostic (5.73e-2)"	"unprognostic (9.02e-3)"			"unprognostic (1.77e-1)"	"unprognostic (8.10e-3)"	"unprognostic (1.47e-1)"	"unprognostic (8.57e-2)"			"unprognostic (1.19e-2)"	"unprognostic (2.23e-3)"		"unprognostic (1.38e-2)"	"unprognostic (1.79e-2)"		"unprognostic (4.88e-2)"			
GALNT6	GalNAc-T6	ENSG00000139629	"Polypeptide N-acetylgalactosaminyltransferase 6"	Q8NCL4	12	51351247-51392867	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 31.0;stomach 1: 60.8"	"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 54.0;Gastric mucus-secreting cells: 116.1;granulocytes: 95.6;Oligodendrocytes: 53.6;Serous glandular cells: 100.2"	"Cell type enhanced"	"Detected in many"		"committed oligodendrocyte precursor: 26.5;leukocyte: 30.6;oligodendrocyte: 70.4"	"Cancer enhanced"	"Detected in many"		"Breast Invasive Carcinoma (TCGA): 65.4"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"eosinophil: 29.2"	"Group enriched"	"Detected in all"	4	"granulocytes: 29.2;monocytes: 9.8;NK-cells: 15.7"	"Cancer enhanced"	"Detected in many"		"breast cancer: 56.1"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Minor Salivary Gland - Minor salivary glandular cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA011762, HPA017086"	Enhanced		Approved	"Nucleoplasm,Golgi apparatus"			NA	NA		3800000	"Cluster 45: Eosinophils - Unknown function"	"Cluster 48: Stomach - Proteolysis"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 75: Serous glandular cells - Salivary secretion"	9	"Nucleoplasm, Golgi apparatus"		"HPA011762: AB_1849450, HPA017086: AB_1849452"	"unprognostic (2.15e-2)"	"unprognostic (6.83e-2)"	"unprognostic (1.78e-1)"	"unprognostic (6.54e-2)"	"unprognostic (1.76e-1)"	"unprognostic (2.89e-1)"	"unprognostic (1.48e-2)"		"unprognostic (8.97e-2)"	"unprognostic (1.86e-1)"	"unprognostic (1.46e-1)"	"unprognostic (2.89e-1)"	"unprognostic (2.86e-1)"			"unprognostic (2.01e-1)"	"unprognostic (8.36e-4)"	"unprognostic (1.27e-1)"	"unprognostic (2.64e-1)"	"unprognostic (2.64e-4)"	"unprognostic (2.25e-2)"	"unprognostic (1.80e-2)"	"unprognostic (9.19e-4)"	"unprognostic (1.87e-1)"	"unprognostic (5.84e-2)"	"unprognostic (1.20e-1)"	"unprognostic (3.49e-2)"	"unprognostic (6.59e-3)"	"unprognostic (4.66e-1)"	"unprognostic (1.26e-2)"	"unprognostic (2.18e-2)"
GALNT7	GALNAC-T7	ENSG00000109586	"Polypeptide N-acetylgalactosaminyltransferase 7"	Q86SF2	4	173168811-173323967	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"stomach 1: 63.8"	"Cell type enhanced"	"Detected in many"		"Inhibitory neurons: 165.0;Intestinal goblet cells: 125.4;Prostatic glandular cells: 230.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Minor Salivary Gland - Minor salivary glandular cells, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA064243, HPA065317"	Enhanced		Approved	"Nucleoplasm,Golgi apparatus"			NA	NA		6500000	"Cluster 35: Neutrophils - Protein binding"	"Cluster 45: Intestine - Digestion"	"Cluster 25: Non-specific - Transcription"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 16: Intestinal goblet cells - Mucin production"	5	"Golgi apparatus"	Nucleoplasm	"HPA064243: AB_2685223, HPA065317: AB_2685465"	"unprognostic (8.83e-2)"	"unprognostic (9.26e-2)"	"unprognostic (2.69e-1)"	"unprognostic (2.09e-1)"	"unprognostic (6.14e-5)"	"unprognostic (2.18e-1)"	"unprognostic (2.28e-1)"	"unprognostic (3.79e-2)"	"unprognostic (5.94e-2)"	"unprognostic (7.74e-2)"	"unprognostic (1.65e-2)"	"unprognostic (1.07e-2)"	"unprognostic (4.05e-2)"	"unprognostic (1.64e-2)"	"unprognostic (7.73e-2)"	"unprognostic (3.83e-2)"	"unprognostic (7.67e-2)"	"unprognostic (3.08e-1)"	"unprognostic (2.40e-1)"	"unprognostic (2.48e-3)"	"unprognostic (2.58e-1)"	"unprognostic (2.71e-3)"	"unprognostic (1.47e-2)"	"unprognostic (1.52e-1)"	"unprognostic (2.38e-1)"	"unprognostic (5.09e-3)"	"unprognostic (1.33e-2)"	"unprognostic (2.09e-1)"	"unprognostic (2.05e-1)"	"unprognostic (2.03e-2)"	"unprognostic (1.92e-2)"
GCNT4	"C2GNT3, LINC01336"	ENSG00000176928	"Glucosaminyl (N-acetyl) transferase 4"	Q9P109	5	75025346-75052558	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 23.4;lymphoid tissue: 15.0;stomach 1: 18.1"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 30.5;Cytotrophoblasts: 37.1;Gastric mucus-secreting cells: 16.5;granulocytes: 17.1;Pancreatic endocrine cells: 17.0;Proximal enterocytes: 24.9;Syncytiotrophoblasts: 29.4"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in many"		"basophil: 22.5"	"Group enriched"	"Detected in many"	54	"granulocytes: 22.5;T-cells: 18.2"	"Cancer enhanced"	"Detected in many"		"Rhabdoid: 8.7;testis cancer: 6.5"		"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA037431	Approved		Supported	"Nucleoplasm,Golgi apparatus"			No	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 25: Small intestine - Absorption"	"Cluster 53: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 24: Cytotrophoblasts - Mitochondria"		"Golgi apparatus"	Nucleoplasm	"HPA037431: AB_10670382"	"unprognostic (3.18e-1)"	"unprognostic (9.86e-2)"	"unprognostic (2.68e-1)"			"unprognostic (1.91e-1)"				"unprognostic (1.20e-2)"	"unprognostic (2.94e-7)"	"unprognostic (4.17e-2)"	"unprognostic (4.36e-2)"	"unprognostic (1.98e-3)"	"unprognostic (1.14e-1)"		"unprognostic (5.09e-2)"		"unprognostic (2.58e-2)"			"unprognostic (5.11e-4)"	"unprognostic (2.66e-2)"			"unprognostic (1.06e-1)"		"unprognostic (8.13e-2)"		"unprognostic (6.54e-2)"	
GIPR		ENSG00000010310	"Gastric inhibitory polypeptide receptor"	P48546	19	45668221-45683722	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 22.1"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 30.8;Enteroendocrine cells: 17.7;Gastric mucus-secreting cells: 34.2;Rod photoreceptor cells: 18.5"	"Cell type enhanced"	"Detected in some"		"ependymal cell: 17.3;oligodendrocyte: 15.5"	"Cancer enhanced"	"Detected in many"		"Pancreatic Adenocarcinoma (TCGA): 10.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Lung - Respiratory ciliated cells, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"CAB022710, HPA068054"	Uncertain		Uncertain	Vesicles			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 42: Ciliated cells - Cilium assembly"	3	Vesicles		"CAB022710: , HPA068054: "	"unprognostic (4.10e-2)"	"unprognostic (3.55e-2)"	"unprognostic (5.15e-4)"	"unprognostic (1.68e-1)"	"unprognostic (1.34e-1)"	"unprognostic (8.32e-2)"				"unprognostic (4.99e-3)"		"unprognostic (6.98e-2)"	"unprognostic (3.11e-3)"			"unprognostic (3.58e-2)"	"unprognostic (2.38e-1)"	"unprognostic (2.58e-1)"	"unprognostic (7.54e-2)"			"unprognostic (4.80e-3)"	"unprognostic (1.10e-1)"	"unprognostic (1.50e-1)"	"unprognostic (5.75e-3)"	"unprognostic (3.32e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.31e-1)"	"unprognostic (1.24e-1)"		"unprognostic (5.54e-3)"
GMDS	"GMD, SDR3E1"	ENSG00000112699	"GDP-mannose 4,6-dehydratase"	O60547	6	1623806-2245605	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Lyase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"intestine: 103.0;salivary gland: 102.5;stomach 1: 94.6"	"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 201.6;Gastric mucus-secreting cells: 270.6;Intestinal goblet cells: 296.1;Proximal enterocytes: 202.4;Serous glandular cells: 200.5"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Colon Adenocarcinoma (TCGA): 146.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipose progenitor cells, Minor Salivary Gland - Minor salivary glandular cells, Stomach - Gastric mucous cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA031528	Enhanced						NA	NA		31000	"Cluster 33: Non-specific - ATP binding"	"Cluster 45: Intestine - Digestion"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 16: Intestinal goblet cells - Mucin production"	7			"HPA031528: AB_10601016"	"unprognostic (1.75e-1)"	"unprognostic (8.91e-2)"	"unprognostic (7.51e-2)"	"unprognostic (3.14e-2)"	"unprognostic (2.21e-1)"	"unprognostic (9.90e-3)"	"unprognostic (2.90e-1)"	"unprognostic (2.34e-2)"	"unprognostic (1.11e-1)"	"unprognostic (4.58e-2)"	"unprognostic (4.91e-3)"	"unprognostic (7.73e-2)"	"unprognostic (6.69e-2)"	"unprognostic (5.49e-4)"	"unprognostic (7.56e-2)"	"unprognostic (1.32e-1)"	"unprognostic (4.01e-2)"	"unprognostic (7.92e-3)"	"unprognostic (2.38e-1)"	"unprognostic (2.28e-1)"	"unprognostic (8.47e-2)"	"unprognostic (2.11e-1)"	"unprognostic (4.10e-4)"	"unprognostic (3.81e-1)"	"unprognostic (3.76e-2)"	"unprognostic (7.78e-2)"	"unprognostic (1.67e-2)"	"unprognostic (3.49e-1)"	"unprognostic (1.14e-1)"	"unprognostic (2.74e-3)"	"unprognostic (3.19e-2)"
