Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
DIRAS3	"ARHI, NOEY2"	ENSG00000162595	"DIRAS family GTPase 3"	O95661	1	68045886-68051717	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 137.2;ovary: 51.3;pituitary gland: 51.1"	"Group enriched"	"Detected in many"	4	"Distal tubular cells: 67.6;Enteroendocrine cells: 31.5;Ovarian stromal cells: 82.3"	"Cell type enhanced"	"Detected in many"		"eccentric medium spiny neuron: 79.4"	"Group enriched"	"Detected in many"	4	"Glioblastoma Multiforme (TCGA): 28.9;Pancreatic Adenocarcinoma (TCGA): 8.4;Thyroid Carcinoma (TCGA): 22.4;Uterine Corpus Endometrial Carcinoma (TCGA): 8.3"	"Region enhanced"	"Detected in all"		"hypothalamus: 303.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"Brain cancer: 37.8;Rhabdoid: 28.0"	"Liver - Hepatocytes, Skeletal muscle - Fibroblasts"					"Low region specificity"	"Detected in all"			"HPA028483, HPA028557, HPA029384"	Approved		Approved	"Nuclear membrane,Cytosol"			NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 6: Ovarian stromal cells - Transcription"	4	"Nuclear membrane, Cytosol"		"HPA028483: AB_10599599, HPA028557: AB_10602091, HPA029384: AB_10601343"	"unprognostic (3.89e-2)"	"unprognostic (1.82e-3)"	"unprognostic (1.72e-2)"	"unprognostic (2.32e-3)"		"unprognostic (1.59e-2)"	"unprognostic (7.95e-3)"	"unprognostic (9.52e-5)"	"unprognostic (1.15e-1)"	"unprognostic (4.46e-2)"	"unprognostic (6.96e-2)"	"unprognostic (5.98e-2)"	"unprognostic (2.55e-5)"			"unprognostic (2.25e-1)"	"unprognostic (8.40e-2)"	"unprognostic (1.90e-2)"	"unprognostic (5.23e-1)"	"unprognostic (7.90e-2)"	"unprognostic (1.76e-2)"	"unprognostic (4.29e-2)"	"unprognostic (3.66e-1)"	"unprognostic (3.80e-1)"			"unprognostic (1.64e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.92e-1)"	"unprognostic (2.56e-2)"	"unprognostic (1.48e-1)"
DLK1	"Delta1, FA1, pG2, Pref-1, ZOG"	ENSG00000185559	"Delta like non-canonical Notch ligand 1"	P80370	14	100725705-100738224	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"adrenal gland: 1289.3;pituitary gland: 752.3;placenta: 1576.5"	"Cell type enhanced"	"Detected in some"		"Exocrine glandular cells: 229.9;Leydig cells: 1353.1;Peritubular cells: 158.9;Smooth muscle cells: 340.3"	"Group enriched"	"Detected in some"	5	"eccentric medium spiny neuron: 8.3;medium spiny neuron: 6.1;splatter: 14.4"	"Cancer enhanced"	"Detected in many"		"Liver Hepatocellular Carcinoma (TCGA): 89.2;Testicular Germ Cell Tumor (TCGA): 100.4"	"Region enhanced"	"Detected in many"		"hypothalamus: 353.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"Neuroblastoma: 489.9;Rhabdoid: 329.1"	"Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Somatotropes"	"Region enhanced"	"Detected in many"		"hypothalamus: 111.6"	"Group enriched"	"Detected in many"	5	"hypothalamus: 53.8;midbrain: 203.8"	"CAB005872, HPA062262"	Enhanced		Approved	"Golgi apparatus"			NA	NA		1100000		"Cluster 58: Placenta - Pregnancy"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 65: Non-specific - Unknown function"	"Cluster 50: Connective tissue cells - ECM organization"	12	"Golgi apparatus"		"CAB005872: AB_731965, HPA062262: AB_2684729"	"unprognostic (4.27e-2)"	"unprognostic (4.14e-2)"	"unprognostic (2.20e-1)"	"unprognostic (6.68e-1)"			"unprognostic (1.58e-1)"		"unprognostic (1.82e-1)"					"unprognostic (1.10e-2)"	"unprognostic (1.28e-1)"	"unprognostic (2.88e-1)"	"unprognostic (2.32e-1)"	"unprognostic (3.20e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.44e-1)"	"unprognostic (8.56e-2)"	"unprognostic (6.27e-2)"	"unprognostic (1.62e-2)"						"unprognostic (9.28e-2)"		"unprognostic (8.30e-2)"
FBLL1	LOC345630	ENSG00000188573	"Fibrillarin like 1"	A6NHQ2	5	168529305-168530634	"Predicted intracellular proteins"	"rRNA processing"	"Methyltransferase, Ribonucleoprotein, RNA-binding, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 35.3;pituitary gland: 15.1"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 7.1;Excitatory neurons: 4.2;Horizontal cells: 13.8;Inhibitory neurons: 6.3"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 7.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	7	"Neuroblastoma: 23.6"	"Colon - Colon enteroendocrine cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA049546, HPA077724"	Uncertain		Supported	"Nucleoplasm,Nucleoli fibrillar center"			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 1: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"		"Nucleoli fibrillar center"	Nucleoplasm	"HPA049546: AB_2680811, HPA077724: "	"unprognostic (3.02e-2)"	"unprognostic (8.26e-3)"	"unprognostic (8.37e-4)"				"unprognostic (1.62e-1)"						"unprognostic (1.02e-1)"	"unprognostic (1.82e-2)"	"unprognostic (2.94e-2)"							"unprognostic (1.61e-3)"		"unprognostic (4.00e-2)"			"unprognostic (1.89e-1)"		"unprognostic (1.51e-1)"	"unprognostic (7.07e-2)"	"unprognostic (2.03e-1)"
FNDC9	"C5orf40, MGC27121"	ENSG00000172568	"Fibronectin type III domain containing 9"	Q8TBE3	5	157341598-157345677	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 26.6;pituitary gland: 11.4"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.1;Inhibitory neurons: 1.1"	"Cell type enhanced"	"Detected in many"		"eccentric medium spiny neuron: 8.8;splatter: 8.0"	"Cancer enriched"	"Detected in single"	12	"Glioblastoma Multiforme (TCGA): 1.2"	"Region enhanced"	"Detected in all"		"hypothalamus: 83.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pituitary gland - Lactotropes"	"Group enriched"	"Detected in many"	5	"basal ganglia: 21.0;hypothalamus: 24.3"	"Low region specificity"	"Detected in all"										NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 69: Neurons - Neuronal signaling"	76										"unprognostic (1.48e-2)"																								
MAPK8IP1	"IB1, JIP-1, JIP1, PRKM8IP"	ENSG00000121653	"Mitogen-activated protein kinase 8 interacting protein 1"	Q9UQF2	11	45885651-45906465	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins"			"Cancer-related genes, Diabetes mellitus, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	4	"brain: 253.7;pituitary gland: 115.1"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 35.3;Horizontal cells: 44.7;Late spermatids: 36.1;Oligodendrocytes: 45.3"	"Cell type enhanced"	"Detected in all"		"oligodendrocyte: 102.4"	"Cancer enhanced"	"Detected in all"		"Glioblastoma Multiforme (TCGA): 90.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enteroendocrine cells, Skin - Fibroblast_2, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA058921, HPA070332, HPA079657"	Approved		Enhanced	"Plasma membrane"			NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 20: Enteroendocrine cells - Hormone signaling"	32	"Plasma membrane"		"HPA058921: AB_2683854, HPA070332: AB_2686254, HPA079657: "	"unprognostic (4.59e-2)"	"unprognostic (2.11e-1)"	"unprognostic (2.62e-2)"	"unprognostic (2.19e-2)"	"unprognostic (1.24e-1)"	"unprognostic (4.38e-3)"	"unprognostic (1.25e-1)"	"unprognostic (3.98e-3)"	"unprognostic (1.34e-1)"	"unprognostic (6.06e-2)"	"unprognostic (9.72e-8)"	"unprognostic (9.65e-2)"	"unprognostic (5.84e-3)"	"unprognostic (1.66e-2)"	"unprognostic (3.64e-2)"	"unprognostic (1.23e-2)"	"unprognostic (3.27e-1)"	"unprognostic (1.28e-1)"	"unprognostic (3.04e-1)"	"unprognostic (1.12e-1)"	"unprognostic (9.70e-2)"	"unprognostic (5.41e-3)"	"unprognostic (5.31e-2)"	"unprognostic (3.46e-2)"	"unprognostic (2.81e-1)"	"unprognostic (1.33e-2)"	"unprognostic (2.43e-2)"	"unprognostic (7.56e-2)"	"unprognostic (2.97e-1)"	"unprognostic (2.06e-2)"	"unprognostic (1.03e-1)"
NOL4	"CT125, HRIHFB2255, NOLP"	ENSG00000101746	"Nucleolar protein 4"	O94818	18	33851100-34224952	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 10.4;pituitary gland: 7.8;retina: 6.1;testis: 12.2"	"Group enriched"	"Detected in some"	7	"Astrocytes: 127.0;Early spermatids: 302.6;Excitatory neurons: 189.1;Inhibitory neurons: 199.0;Late spermatids: 113.1;Oligodendrocyte precursor cells: 306.6"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"Glioblastoma Multiforme (TCGA): 3.4;Kidney Renal Papillary Cell Carcinoma (TCGA): 1.9;Pancreatic Adenocarcinoma (TCGA): 1.6;Prostate Adenocarcinoma (TCGA): 1.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 8.6;Neuroblastoma: 7.7"	"Adipose visceral - Smooth muscle cells, Adrenal gland - Adrenal medulla cells, Liver - Hepatocytes, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046740			Supported	Nucleoplasm			No	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 76: Oligodendrocyte precursor - Unknown function"	5	Nucleoplasm		"HPA046740: AB_10960527"			"unprognostic (5.97e-2)"				"unprognostic (3.52e-1)"	"unprognostic (3.22e-4)"					"unprognostic (1.78e-2)"									"unprognostic (1.35e-2)"		"unprognostic (7.41e-2)"							
NPTX2		ENSG00000106236	"Neuronal pentraxin 2"	P47972	7	98617285-98629869	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"pituitary gland: 205.1"	"Cell type enhanced"	"Detected in many"		"Peritubular cells: 315.8;Schwann cells: 98.0;Sertoli cells: 89.8;Spermatocytes: 114.4;Spermatogonia: 52.3"	"Cell type enhanced"	"Detected in many"		"hippocampal dentate gyrus: 87.2"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 90.3"	"Region enhanced"	"Detected in all"		"cerebral cortex: 280.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Rhabdoid: 82.5"	"Pituitary gland - Corticotropes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB020801, HPA049799, HPA058320"	Enhanced		Approved	"Golgi apparatus,Actin filaments,Centrosome"	"Secreted to blood"	"No annotated function"	NA	NA	2490000	260000		"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 29: Forebrain - Mixed function"	"Cluster 54: Non-specific - Transcription"	"Cluster 79: Spermatocytes & Spermatogonia - Spermatogenesis"	7	"Golgi apparatus, Actin filaments"	Centrosome	"CAB020801: , HPA049799: AB_2680889, HPA058320: AB_2732621"	"unprognostic (6.21e-2)"	"unprognostic (7.04e-2)"	"unprognostic (4.40e-1)"	"unprognostic (4.50e-2)"	"unprognostic (1.50e-2)"	"unprognostic (3.05e-2)"	"unprognostic (2.29e-3)"	"unprognostic (2.88e-2)"	"unprognostic (2.09e-1)"		"unprognostic (2.38e-5)"	"unprognostic (3.78e-1)"	"unprognostic (6.66e-5)"	"unprognostic (1.29e-2)"	"unprognostic (6.14e-2)"	"unprognostic (3.45e-1)"	"unprognostic (1.25e-1)"	"unprognostic (2.49e-4)"	"unprognostic (3.49e-2)"	"unprognostic (1.27e-1)"	"unprognostic (7.35e-2)"	"unprognostic (6.42e-2)"	"unprognostic (6.64e-3)"	"unprognostic (8.89e-2)"	"unprognostic (3.15e-1)"	"unprognostic (5.96e-3)"	"unprognostic (1.73e-1)"	"unprognostic (5.96e-3)"	"unprognostic (2.75e-1)"	"unprognostic (1.08e-2)"	"unprognostic (6.58e-3)"
PCDHA1		ENSG00000204970	"Protocadherin alpha 1"	Q9Y5I3	5	140786136-141012347	"Predicted membrane proteins, Predicted secreted proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 2.8;pituitary gland: 1.0;testis: 1.0"	"Cell type enhanced"	"Detected in single"		"Spermatocytes: 1.2"	"Cell type enhanced"	"Detected in some"		"bergmann glia: 2.3;oligodendrocyte precursor cell: 2.5"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"thyroid cancer: 4.0"	"Testis - Early spermatids"	"Low region specificity"	"Detected in many"							HPA035969	Enhanced		Approved	"Endoplasmic reticulum,Golgi apparatus,Plasma membrane"	"Secreted - unknown location"	"Cell adhesion"	NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 30: White matter - Myelination"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 79: Spermatocytes & Spermatogonia - Spermatogenesis"		"Plasma membrane"	"Endoplasmic reticulum, Golgi apparatus"	"HPA035969: AB_10673492"			"unprognostic (2.74e-1)"												"unprognostic (3.17e-2)"																
PCLO	"ACZ, DKFZp779G1236, KIAA0559"	ENSG00000186472	"Piccolo presynaptic cytomatrix protein"	Q9Y6V0	7	82754012-83162930	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"			Neurodegeneration	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 22.4;pituitary gland: 10.8;retina: 21.0"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 632.9;Horizontal cells: 173.1;Inhibitory neurons: 715.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enteroendocrine cells, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary gland ductal cells, Pituitary gland - Lactotropes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"							"HPA015858, HPA029579, CAB079012"	Approved	Supported	Approved	"Nuclear speckles,Plasma membrane"			NA	NA		25000000		"Cluster 28: Neuronal - Transcription"	"Cluster 35: Non-specific - DNA binding"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 69: Neurons - Neuronal signaling"	1	"Plasma membrane"	"Nuclear speckles"	"CAB079012: , HPA015858: AB_1855071, HPA029579: AB_10602044"	"unprognostic (3.15e-1)"	"unprognostic (6.08e-2)"	"unprognostic (1.96e-2)"	"unprognostic (3.14e-1)"	"unprognostic (1.01e-1)"	"unprognostic (7.73e-2)"	"unprognostic (1.54e-1)"	"unprognostic (8.10e-2)"	"unprognostic (8.07e-2)"	"unprognostic (2.75e-2)"	"unprognostic (3.35e-5)"	"unprognostic (1.76e-2)"	"unprognostic (1.25e-2)"			"unprognostic (2.29e-1)"	"unprognostic (2.72e-1)"	"unprognostic (6.28e-2)"	"unprognostic (2.80e-1)"			"unprognostic (1.92e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.77e-1)"	"unprognostic (6.89e-2)"	"unprognostic (9.22e-2)"	"unprognostic (8.95e-3)"	"unprognostic (1.69e-2)"	"unprognostic (1.54e-1)"	"unprognostic (6.69e-5)"	
PLEKHG5	"GEF720, KIAA0720, Syx, Tech"	ENSG00000171680	"Pleckstrin homology and RhoGEF domain containing G5"	O94827	1	6467122-6520074	"Disease related genes, Human disease related genes, Predicted intracellular proteins"			"Charcot-Marie-Tooth disease, Disease variant, Neurodegeneration, Neuropathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 146.3;lymphoid tissue: 49.6;pituitary gland: 42.2;skin 1: 99.8"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 16.8;Suprabasal keratinocytes: 15.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Liver - Vascular Endothelial cells, Pituitary gland - Corticotropes, Skeletal muscle - Fibroblasts, Skin - Keratinocyte (other), Testis - Peritubular cells, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA049570	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 15: Non-specific - Transcription"	"Cluster 24: Non-specific - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	3	Nucleoplasm		"HPA049570: AB_2680818"	"unprognostic (8.48e-2)"	"unprognostic (2.73e-1)"	"unprognostic (1.71e-1)"	"unprognostic (5.22e-2)"	"unprognostic (1.79e-1)"	"unprognostic (4.01e-2)"	"unprognostic (1.40e-2)"	"unprognostic (1.21e-1)"	"unprognostic (3.23e-1)"	"unprognostic (1.50e-1)"	"unprognostic (4.37e-2)"	"unprognostic (1.33e-2)"	"unprognostic (6.90e-3)"	"unprognostic (1.03e-2)"	"unprognostic (1.70e-3)"	"unprognostic (1.41e-1)"	"unprognostic (1.33e-1)"	"unprognostic (1.90e-1)"	"unprognostic (7.26e-2)"	"unprognostic (4.58e-2)"	"unprognostic (6.05e-2)"	"unprognostic (2.00e-1)"	"unprognostic (7.34e-3)"	"unprognostic (1.25e-1)"	"unprognostic (4.15e-2)"	"unprognostic (1.35e-1)"	"unprognostic (2.58e-2)"	"unprognostic (2.05e-1)"	"unprognostic (7.55e-2)"	"unprognostic (1.16e-1)"	"unprognostic (3.47e-1)"
PNMA8C		ENSG00000277531	"PNMA family member 8C"	A0A1B0GUJ8	19	46424697-46428936	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 18.2;pituitary gland: 8.3"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 3.1;Ciliated cells: 2.6;Cone photoreceptor cells: 8.5;Horizontal cells: 8.8;Muller glia cells: 4.7;Peritubular cells: 4.8;Rod photoreceptor cells: 2.5"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 71.8"	"Cancer enriched"	"Detected in single"	12	"Glioblastoma Multiforme (TCGA): 4.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	8	"Neuroblastoma: 3.0"	"Colon - Colon enteroendocrine cells, Lung - Respiratory ciliated cells"	"Low region specificity"	"Detected in all"														NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 10: Muller glia cells - Visual perception"											"unprognostic (4.04e-1)"																								
PRRT3	FLJ33674	ENSG00000163704	"Proline rich transmembrane protein 3"	Q5FWE3	3	9939450-9952408	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 14.4;choroid plexus: 7.2;fallopian tube: 7.3;parathyroid gland: 14.7;pituitary gland: 10.7"	"Cell type enhanced"	"Detected in many"		"Horizontal cells: 22.7;Rod photoreceptor cells: 25.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Minor Salivary Gland - Minor salivary glandular cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035127, HPA035128, HPA069859"	Enhanced		Approved	"Nucleoplasm,Plasma membrane"	"Intracellular and membrane"	"No annotated function"	NA	NA		92000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 37: Neurons - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 55: Non-specific - Transcription"		"Plasma membrane"	Nucleoplasm	"HPA035127: AB_10602822, HPA035128: AB_2674482, HPA069859: "	"unprognostic (1.71e-1)"	"unprognostic (8.74e-2)"	"unprognostic (2.11e-1)"	"unprognostic (3.92e-2)"		"unprognostic (6.51e-2)"	"unprognostic (1.98e-1)"	"unprognostic (1.34e-1)"		"unprognostic (8.83e-2)"			"unprognostic (2.04e-4)"			"unprognostic (2.18e-3)"	"unprognostic (1.46e-3)"	"unprognostic (1.08e-1)"		"unprognostic (6.06e-2)"	"unprognostic (1.61e-1)"	"unprognostic (1.45e-2)"		"unprognostic (9.88e-2)"		"unprognostic (6.15e-2)"	"unprognostic (1.76e-3)"	"unprognostic (5.49e-2)"	"unprognostic (2.89e-2)"	"unprognostic (2.13e-1)"	"unprognostic (2.43e-1)"
