Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ARHGAP24	"DKFZP564B1162, FilGAP, FLJ33877"	ENSG00000138639	"Rho GTPase activating protein 24"	Q8N264	4	85475150-86002668	"Predicted intracellular proteins"	"Angiogenesis, Differentiation"	"Developmental protein, GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 96.3"	"Group enriched"	"Detected in many"	4	"Astrocytes: 1294.0;Microglial cells: 864.2"	"Cell type enriched"	"Detected in all"	6	"central nervous system macrophage: 5568.0"	"Cancer enhanced"	"Detected in all"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 37.8"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"classical monocyte: 16.0;memory B-cell: 47.4;naive B-cell: 36.9;plasmacytoid DC: 12.7"	"Group enriched"	"Detected in many"	5	"B-cells: 47.4;dendritic cells: 12.7;monocytes: 16.0"	"Low cancer specificity"	"Detected in many"			"Skeletal muscle - Fibroblasts, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA014288	Approved		Approved	"Plasma membrane,Cytosol"			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 47: Astrocytes - Unknown function"	12	"Plasma membrane, Cytosol"		"HPA014288: AB_1844994"	"unprognostic (2.27e-1)"	"unprognostic (1.06e-1)"	"unprognostic (8.78e-2)"	"unprognostic (2.54e-2)"	"unprognostic (4.94e-2)"	"unprognostic (2.59e-1)"	"unprognostic (7.23e-2)"	"unprognostic (2.82e-2)"	"unprognostic (1.86e-1)"	"unprognostic (1.46e-1)"	"unprognostic (8.78e-14)"	"unprognostic (2.15e-4)"	"unprognostic (6.72e-4)"	"unprognostic (5.94e-3)"	"unprognostic (9.43e-2)"	"unprognostic (1.02e-1)"	"unprognostic (1.63e-1)"	"unprognostic (4.09e-2)"	"unprognostic (8.25e-2)"	"unprognostic (5.57e-2)"	"unprognostic (2.04e-2)"	"unprognostic (2.89e-1)"	"unprognostic (4.95e-3)"	"unprognostic (1.77e-1)"	"unprognostic (1.81e-1)"	"unprognostic (3.40e-2)"	"unprognostic (2.68e-1)"	"unprognostic (5.28e-2)"	"unprognostic (4.20e-2)"	"unprognostic (1.63e-2)"	"unprognostic (2.04e-2)"
ARHGAP8	"BPGAP1, FLJ20185"	ENSG00000241484	"Rho GTPase activating protein 8"	P85298	22	44752558-44862788	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 27.3"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 26.5;Ductal cells: 24.8;Exocrine glandular cells: 20.2;Oocytes: 55.9;Undifferentiated cells: 19.0"	"Cell type enriched"	"Detected in many"	6	"choroid plexus epithelial cell: 82.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Breast glandular cells, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA069694	Approved						NA	No				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 48: Non-specific - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	1			"HPA069694: AB_2686173"	"unprognostic (3.81e-2)"	"unprognostic (1.57e-2)"	"unprognostic (4.41e-2)"	"unprognostic (8.14e-2)"	"unprognostic (2.15e-1)"	"unprognostic (4.70e-3)"			"unprognostic (7.73e-4)"	"unprognostic (4.43e-1)"	"unprognostic (3.02e-8)"	"unprognostic (1.02e-3)"	"unprognostic (2.06e-1)"		"unprognostic (6.40e-5)"	"unprognostic (2.34e-1)"	"unprognostic (5.41e-1)"	"unprognostic (1.92e-2)"	"unprognostic (1.23e-2)"	"unprognostic (6.52e-2)"	"unprognostic (3.59e-1)"	"unprognostic (3.93e-4)"	"unprognostic (5.80e-2)"	"unprognostic (1.12e-1)"	"unprognostic (2.72e-3)"	"unprognostic (1.70e-1)"	"unprognostic (9.58e-2)"	"unprognostic (6.30e-2)"	"unprognostic (2.23e-1)"	"unprognostic (6.59e-2)"	"unprognostic (4.44e-1)"
ARHGEF28	"p190RhoGEF, RGNEF, RIP2"	ENSG00000214944	"Rho guanine nucleotide exchange factor 28"	Q8N1W1	5	73626158-73941993	"Predicted intracellular proteins"	Differentiation	"Guanine-nucleotide releasing factor, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 30.4"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 70.6;Mucus glandular cells: 56.4"	"Cell type enhanced"	"Detected in all"		"bergmann glia: 563.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adrenal gland - Adrenal cortex cells, Pituitary gland - Somatotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA037602	Enhanced		Approved	"Plasma membrane,Microtubules,Cytosol"			NA	NA				"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 14: Neurons - Synaptic function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 34: Neurons - Neuronal signaling"	1	"Microtubules, Cytosol"	"Plasma membrane"	"HPA037602: AB_10672282"	"unprognostic (6.58e-2)"	"unprognostic (2.76e-1)"		"unprognostic (2.79e-2)"	"unprognostic (1.23e-1)"	"unprognostic (3.72e-2)"	"unprognostic (1.06e-3)"		"unprognostic (2.94e-2)"	"unprognostic (4.89e-1)"	"unprognostic (3.61e-12)"	"unprognostic (3.47e-3)"	"unprognostic (4.48e-2)"	"unprognostic (1.08e-1)"		"unprognostic (1.55e-1)"	"unprognostic (1.32e-1)"	"unprognostic (8.85e-2)"	"unprognostic (1.92e-2)"	"unprognostic (2.73e-1)"	"unprognostic (2.60e-1)"	"unprognostic (2.51e-1)"	"unprognostic (3.82e-1)"	"unprognostic (6.69e-2)"	"unprognostic (1.01e-2)"	"unprognostic (4.48e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.19e-1)"	"unprognostic (4.74e-2)"	"unprognostic (2.54e-2)"	"unprognostic (1.92e-1)"
ARMC7	FLJ22160	ENSG00000125449	"Armadillo repeat containing 7"	Q9H6L4	17	75109952-75130272	"Predicted intracellular proteins"	"mRNA processing, mRNA splicing"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 38.4"	"Cell type enhanced"	"Detected in all"		"Distal enterocytes: 31.0;Distal tubular cells: 43.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Early spermatids"	"Low region specificity"	"Detected in all"							"HPA024229, HPA053076"	Uncertain		Supported	Cytosol			NA	NA			"Cluster 36: Eosinophils - Protein ubiquitination"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 35: Non-specific - DNA binding"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 5: Enterocytes - Absorption"	63	Cytosol		"HPA024229: AB_2059152, HPA053076: AB_2682036"	"unprognostic (1.76e-1)"	"unprognostic (3.17e-1)"	"unprognostic (4.57e-1)"	"unprognostic (1.31e-3)"	"unprognostic (4.20e-1)"	"unprognostic (3.15e-2)"	"unprognostic (6.45e-2)"	"unprognostic (3.65e-2)"	"unprognostic (2.74e-1)"	"unprognostic (3.39e-2)"	"unprognostic (5.97e-4)"	"unprognostic (4.64e-2)"	"unprognostic (7.05e-4)"	"unprognostic (4.58e-6)"	"unprognostic (4.15e-3)"	"unprognostic (2.97e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.85e-1)"	"unprognostic (3.34e-4)"	"unprognostic (1.62e-2)"	"unprognostic (1.53e-4)"	"unprognostic (3.05e-2)"	"unprognostic (3.02e-2)"	"unprognostic (1.16e-1)"	"unprognostic (1.02e-1)"	"unprognostic (2.59e-1)"	"unprognostic (2.79e-1)"	"unprognostic (1.20e-2)"	"unprognostic (9.39e-2)"	"unprognostic (5.84e-3)"	"unprognostic (3.01e-1)"
ARMH4	"C14orf37, UT2"	ENSG00000139971	"Armadillo like helical domain containing 4"	Q86TY3	14	57999735-58298139	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 8.0"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 44.0;Excitatory neurons: 35.9;Inhibitory neurons: 36.1;Microglial cells: 30.4;Oligodendrocyte precursor cells: 62.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adrenal gland - Adrenal cortex cells, Kidney - Podocytes, Lung - Fibroblast_2, Testis - Sertoli cells, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001580, HPA001789"	Enhanced		Approved	"Plasma membrane"			NA	NA		1400000		"Cluster 51: Thyroid gland - Unknown function"	"Cluster 24: Neurons - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	1	"Plasma membrane"		"HPA001580: AB_2666366, HPA001789: AB_1078328"	"unprognostic (1.77e-1)"	"unprognostic (9.84e-2)"					"unprognostic (3.75e-1)"	"unprognostic (4.20e-4)"		"unprognostic (3.80e-1)"			"unprognostic (9.57e-3)"				"unprognostic (1.15e-1)"	"unprognostic (7.80e-3)"	"unprognostic (1.42e-1)"		"unprognostic (1.26e-2)"	"unprognostic (6.57e-2)"	"unprognostic (1.25e-2)"						"unprognostic (2.77e-1)"		"unprognostic (1.03e-1)"
ARSF	ASF	ENSG00000062096	"Arylsulfatase F"	P54793	X	3041471-3112727	"Enzymes, Predicted membrane proteins, Predicted secreted proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 4.7;kidney: 7.3;skin 1: 5.5"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 9.0;Inhibitory neurons: 4.4;Oligodendrocyte precursor cells: 2.4;Proximal tubular cells: 7.1;Serous glandular cells: 4.4"	"Cell type enhanced"	"Detected in many"		"astrocyte: 26.6;CGE interneuron: 17.4"	"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 4.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adrenal gland - Adrenal medulla cells, Kidney - Proximal tubular cells"					"Not detected"	"Not detected"			HPA000549			Approved	Vesicles,Cytosol	"Secreted in other tissues"	Enzyme	NA	NA				"Cluster 80: Non-specific - Endocytosis"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	2	"Vesicles, Cytosol"		"HPA000549: AB_1845055"			"unprognostic (8.39e-2)"				"unprognostic (7.19e-3)"	"unprognostic (8.74e-4)"			"unprognostic (3.42e-6)"	"unprognostic (1.79e-4)"		"unprognostic (3.16e-2)"	"unprognostic (4.37e-3)"																
ARSL	"ARSE, CDPX, CDPX1"	ENSG00000157399	"Arylsulfatase L"	P51690	X	2934045-2968475	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		Hydrolase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 35.3;liver: 88.3;pancreas: 101.8"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 29.6;Ductal cells: 29.7;Enteroendocrine cells: 41.0;Hepatocytes: 64.9;Paneth cells: 46.8;Proximal enterocytes: 47.7;Proximal tubular cells: 77.6;Undifferentiated cells: 56.9"	"Cell type enhanced"	"Detected in many"		"fibroblast: 22.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 30.8;liver cancer: 33.4"	"Kidney - Proximal tubular cells"					"Low region specificity"	"Detected in all"			"HPA060518, HPA070651"	Approved		Supported	"Golgi apparatus"			NA	NA				"Cluster 68: Non-specific - Protein processing"	"Cluster 44: Non-specific - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 16: Intestinal goblet cells - Mucin production"		"Golgi apparatus"		"HPA060518: AB_2684301, HPA070651: AB_2732160"	"unprognostic (3.76e-2)"	"unprognostic (2.39e-1)"		"unprognostic (1.02e-1)"	"unprognostic (6.10e-3)"	"unprognostic (2.08e-2)"	"unprognostic (7.47e-3)"	"unprognostic (1.57e-5)"	"unprognostic (1.04e-1)"	"unprognostic (1.81e-1)"	"unprognostic (1.84e-4)"	"unprognostic (6.80e-2)"	"unprognostic (1.57e-1)"	"unprognostic (4.12e-1)"		"unprognostic (4.84e-2)"	"unprognostic (9.06e-2)"	"unprognostic (1.68e-2)"	"unprognostic (1.34e-1)"	"unprognostic (1.74e-1)"		"unprognostic (2.88e-1)"	"unprognostic (2.72e-4)"		"unprognostic (6.25e-2)"	"unprognostic (7.24e-2)"	"unprognostic (2.06e-2)"	"unprognostic (8.59e-2)"	"unprognostic (1.08e-1)"		"unprognostic (6.29e-2)"
ASB9	"DKFZP564L0862, FLJ20636, MGC4954"	ENSG00000102048	"Ankyrin repeat and SOCS box containing 9"	Q96DX5	X	15235288-15270467	"Predicted intracellular proteins"	"Ubl conjugation pathway"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 16.2;liver: 16.9;testis: 25.1"	"Cell type enriched"	"Detected in many"	5	"Spermatogonia: 155.3"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 8.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"myeloid DC: 1.6"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"skin cancer: 19.9"	"Colon - Endothelial cells, Liver - Hepatocytes, Pancreas - Beta cells, Stomach - Chief cells, Thyroid gland - Fibroblasts"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA003014, HPA003060, CAB004997"	Enhanced						NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 78: Testis - Transcription"	"Cluster 6: Non-specific - Immune response"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 67: Spermatogonia - Spermatogenesis"	43			"CAB004997: AB_426132, HPA003014: AB_1078226, HPA003060: AB_1078225"	"unprognostic (2.24e-2)"	"unprognostic (3.09e-3)"	"unprognostic (3.97e-2)"	"unprognostic (1.14e-1)"	"unprognostic (1.49e-1)"	"unprognostic (8.40e-2)"	"unprognostic (1.95e-1)"		"unprognostic (1.71e-2)"	"unprognostic (3.49e-1)"	"unprognostic (5.33e-4)"	"unprognostic (2.10e-2)"	"unprognostic (1.95e-3)"	"unprognostic (7.64e-2)"	"unprognostic (5.90e-2)"	"unprognostic (1.47e-1)"	"unprognostic (9.90e-2)"	"unprognostic (2.28e-2)"	"unprognostic (8.31e-2)"	"unprognostic (9.03e-2)"	"unprognostic (3.14e-1)"	"unprognostic (1.59e-1)"	"unprognostic (3.33e-2)"	"unprognostic (8.01e-3)"	"unprognostic (1.02e-2)"	"unprognostic (6.67e-2)"	"unprognostic (5.95e-2)"	"unprognostic (1.81e-2)"	"unprognostic (1.29e-1)"	"unprognostic (6.95e-2)"	"unprognostic (1.76e-1)"
ASPA	"ACY2, ASP"	ENSG00000108381	Aspartoacylase	P45381	17	3472374-3503405	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"		Hydrolase	"Disease variant, Leukodystrophy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 30.9;kidney: 36.8"	"Cell type enhanced"	"Detected in many"		"Leydig cells: 48.3;Melanocytes: 77.3;Oligodendrocytes: 201.9;Peritubular cells: 47.4;Proximal enterocytes: 35.0;Proximal tubular cells: 60.7;Schwann cells: 52.0"	"Cell type enhanced"	"Detected in many"		"committed oligodendrocyte precursor: 105.4;oligodendrocyte: 414.7"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 17.2"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in some"			"Colon - Enteric glia cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Minor Salivary Gland - Fibroblasts, Prostate - Fibroblasts, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA022142, HPA022145"	Enhanced		Supported	Cytosol			NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 51: Oligodendrocytes - Unknown function"	8	Cytosol		"HPA022142: AB_1845102, HPA022145: AB_1845103"			"unprognostic (4.74e-4)"			"unprognostic (5.17e-3)"	"unprognostic (1.22e-1)"	"unprognostic (6.19e-2)"		"unprognostic (2.94e-2)"	"unprognostic (7.49e-4)"	"unprognostic (8.27e-4)"	"unprognostic (7.37e-6)"		"unprognostic (2.87e-2)"		"unprognostic (3.61e-2)"		"unprognostic (3.10e-1)"							"unprognostic (2.36e-3)"	"unprognostic (1.86e-1)"	"unprognostic (2.43e-2)"	"unprognostic (6.66e-2)"		
ASPDH		ENSG00000204653	"Aspartate dehydrogenase domain containing"	A6ND91	19	50511600-50514690	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 40.4;kidney: 38.0;liver: 129.3"	"Group enriched"	"Detected in some"	11	"Hepatocytes: 141.2;Proximal tubular cells: 417.8"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	12	"Liver Hepatocellular Carcinoma (TCGA): 41.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 8.3"	"Adrenal gland - Adrenal medulla cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA042631, HPA042654"	Approved		Approved	Nucleoplasm,Cytosol			NA	NA		110000		"Cluster 69: Liver - Oxidoreductase activity"	"Cluster 37: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Nucleoplasm	Cytosol	"HPA042631: AB_10794530, HPA042654: AB_10794383"			"unprognostic (5.85e-2)"			"unprognostic (7.48e-2)"	"unprognostic (2.22e-1)"			"unprognostic (1.37e-1)"	"unprognostic (3.67e-5)"	"unprognostic (4.79e-2)"	"unprognostic (2.62e-2)"	"unprognostic (6.46e-3)"	"unprognostic (9.55e-5)"							"unprognostic (7.17e-3)"				"unprognostic (6.18e-2)"					
ATP1B1	ATP1B	ENSG00000143153	"ATPase Na+/K+ transporting subunit beta 1"	P05026	1	169105697-169310992	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Cell adhesion, Immunity, Innate immunity, Ion transport, Potassium transport, Sodium transport, Sodium/potassium transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 1422.9"	"Cell type enhanced"	"Detected in all"		"Collecting duct cells: 1544.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 14.7"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 2, Skin - Eccrine sweat gland cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012911	Enhanced						NA	NA		1300000	"Cluster 5: Non-specific - Cell proliferation"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 45: Non-specific - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	18			"HPA012911: AB_1845173"	"unprognostic (2.42e-1)"	"unprognostic (4.88e-2)"	"unprognostic (3.04e-1)"	"unprognostic (1.16e-1)"	"unprognostic (1.88e-2)"	"unprognostic (6.48e-2)"	"unprognostic (1.18e-1)"	"unprognostic (3.37e-2)"	"unprognostic (6.76e-3)"	"unprognostic (3.04e-2)"	"unprognostic (8.30e-9)"	"unprognostic (2.74e-3)"	"unprognostic (9.88e-2)"	"unprognostic (4.79e-1)"	"unprognostic (6.34e-2)"	"unprognostic (1.11e-1)"	"unprognostic (2.68e-2)"	"unprognostic (1.26e-1)"	"unprognostic (2.83e-2)"	"unprognostic (1.03e-1)"	"unprognostic (2.31e-1)"	"unprognostic (3.90e-2)"	"unprognostic (5.47e-3)"	"unprognostic (2.26e-1)"	"unprognostic (3.69e-1)"	"unprognostic (1.43e-1)"	"unprognostic (2.76e-1)"	"unprognostic (1.35e-1)"	"unprognostic (4.98e-2)"	"unprognostic (1.61e-1)"	"unprognostic (2.45e-1)"
ATP6V1FNB		ENSG00000272899	"ATP6V1F neighbor"	A0A1B0GUX0	7	128866330-128872047	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 32.1;kidney: 24.4"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 263.1;Late spermatids: 229.2;Skeletal myocytes: 65.4"	"Cell type enhanced"	"Detected in many"		"upper rhombic lip: 4.4"	"Cancer enhanced"	"Detected in some"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 5.7"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 15: Non-specific - Transcription"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 11: Late spermatids - Unknown function"								"unprognostic (6.91e-2)"		"unprognostic (2.41e-4)"	"unprognostic (1.30e-1)"	"unprognostic (1.26e-5)"		"unprognostic (3.34e-1)"		"unprognostic (1.09e-1)"	"unprognostic (4.36e-2)"									"unprognostic (2.68e-2)"				"unprognostic (1.07e-1)"					"unprognostic (3.83e-4)"
