Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
DGCR6		ENSG00000183628	"DiGeorge syndrome critical region gene 6"	Q14129	22	18906028-18914238	"Human disease related genes, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 177.0"	"Cell type enriched"	"Detected in many"	8	"Late spermatids: 901.3"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 32.5"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 10.5"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"thyroid cancer: 13.0"	"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Pituitary gland - Gonadotropes, Testis - Late spermatids"																NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 63: Late spermatids - Spermatogenesis"	6				"unprognostic (1.64e-1)"	"unprognostic (2.06e-1)"	"unprognostic (2.00e-1)"	"unprognostic (1.87e-1)"		"unprognostic (1.16e-1)"	"unprognostic (1.83e-1)"	"unprognostic (2.47e-2)"	"unprognostic (6.39e-2)"	"unprognostic (8.08e-2)"	"unprognostic (2.89e-2)"	"unprognostic (8.21e-2)"	"unprognostic (2.34e-2)"	"unprognostic (2.09e-2)"	"unprognostic (1.09e-2)"	"unprognostic (1.23e-1)"	"unprognostic (6.75e-2)"	"unprognostic (1.51e-1)"	"unprognostic (4.26e-3)"		"unprognostic (2.22e-1)"		"unprognostic (1.40e-2)"	"unprognostic (2.13e-1)"		"unprognostic (8.26e-4)"	"unprognostic (2.33e-1)"		"unprognostic (2.25e-1)"	"unprognostic (6.18e-2)"	"unprognostic (1.78e-2)"
DGKD	"DGKdelta, KIAA0145"	ENSG00000077044	"Diacylglycerol kinase delta"	Q16760	2	233354494-233472104	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Endocytosis, Lipid metabolism, Protein transport, Transport"	"Kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 32.5;skeletal muscle: 29.3"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 97.7;Gastric mucus-secreting cells: 138.0;Inhibitory neurons: 132.0;Skeletal myocytes: 175.6"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Spleen - B-cells (Spleen), Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA027530, HPA049101"	Approved		Supported	Cytosol			NA	NA			"Cluster 22: Eosinophils - Transcription"	"Cluster 79: Non-specific - Transcription"	"Cluster 25: Non-specific - Transcription"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 65: Neurons - Synaptic function"	6	Cytosol		"HPA027530: AB_2672320, HPA049101: AB_2680630"		"unprognostic (2.25e-3)"	"unprognostic (2.59e-2)"		"unprognostic (2.06e-1)"	"unprognostic (2.51e-1)"	"unprognostic (1.25e-1)"	"unprognostic (5.61e-3)"			"unprognostic (2.33e-3)"	"unprognostic (1.16e-1)"			"unprognostic (1.32e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.16e-1)"		"unprognostic (1.34e-1)"	"unprognostic (1.98e-1)"	"unprognostic (1.02e-2)"		"unprognostic (5.45e-1)"	"unprognostic (2.63e-1)"	"unprognostic (9.75e-3)"	"unprognostic (1.19e-1)"	"unprognostic (9.60e-2)"	"unprognostic (2.44e-2)"	"unprognostic (1.46e-1)"		
DHRS7	"retDSR4, SDR34C1"	ENSG00000100612	"Dehydrogenase/reductase 7"	Q9Y394	14	60144119-60169856	"Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 594.0"	"Cell type enhanced"	"Detected in all"		"Prostatic glandular cells: 1021.8;Proximal enterocytes: 836.1;Serous glandular cells: 508.0"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in all"	6	"Kidney Chromophobe (TCGA): 689.1;Prostate Adenocarcinoma (TCGA): 705.6"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Pancreas - Macrophages, Prostate - Prostate glandular cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031121, HPA078401"	Enhanced		Approved	Nucleoplasm,Mitochondria			No	No			"Cluster 35: Neutrophils - Protein binding"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 60: Prostate cancer - Unknown function"	"Cluster 75: Serous glandular cells - Salivary secretion"	11	"Nucleoplasm, Mitochondria"		"HPA031121: AB_10600803, HPA078401: "	"unprognostic (1.13e-2)"	"unprognostic (5.64e-2)"	"unprognostic (2.42e-1)"	"unprognostic (1.08e-1)"	"unprognostic (1.34e-1)"	"unprognostic (2.39e-1)"	"unprognostic (4.07e-1)"	"unprognostic (1.44e-1)"	"unprognostic (5.28e-5)"	"unprognostic (3.45e-1)"	"unprognostic (5.29e-10)"	"unprognostic (3.48e-2)"	"unprognostic (3.38e-1)"	"unprognostic (4.09e-2)"	"unprognostic (6.79e-2)"	"unprognostic (7.00e-4)"	"unprognostic (9.29e-2)"	"unprognostic (1.59e-1)"	"unprognostic (6.45e-3)"	"unprognostic (6.77e-3)"	"unprognostic (2.58e-1)"	"unprognostic (1.00e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.23e-1)"	"unprognostic (7.15e-2)"	"unprognostic (3.49e-3)"	"unprognostic (7.47e-2)"	"unprognostic (2.11e-2)"	"unprognostic (1.76e-1)"	"unprognostic (1.13e-1)"	"unprognostic (2.00e-1)"
DIAPH1	"DFNA1, hDIA1, LFHL1, mDia1"	ENSG00000131504	"Diaphanous related formin 1"	O60610	5	141515016-141619055	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	Hearing	Actin-binding	"Cancer-related genes, Deafness, Disease variant, Epilepsy, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 165.5"	"Low cell type specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"leukocyte: 378.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004916, HPA076913"	Approved		Uncertain	"Plasma membrane,Cytosol"			NA	NA		2800000	"Cluster 25: Non-specific - Unknown function"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 49: HMC-1 - Innate immune response"	"Cluster 45: Non-specific - Mixed function"	29	"Plasma membrane, Cytosol"		"HPA004916: AB_1847668, HPA076913: "	"unprognostic (2.16e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.93e-1)"	"unprognostic (2.41e-1)"	"unprognostic (1.67e-2)"	"unprognostic (6.92e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.07e-2)"	"unprognostic (3.76e-2)"	"unprognostic (2.70e-1)"	"unprognostic (2.64e-7)"	"unprognostic (1.18e-3)"	"unprognostic (1.41e-2)"	"unprognostic (2.79e-1)"	"unprognostic (2.59e-2)"	"unprognostic (3.53e-3)"	"unprognostic (1.08e-2)"	"unprognostic (1.11e-2)"	"unprognostic (7.38e-2)"	"unprognostic (1.78e-2)"	"unprognostic (4.03e-3)"	"unprognostic (1.13e-3)"	"unprognostic (2.06e-1)"	"unprognostic (1.05e-2)"	"unprognostic (2.72e-1)"	"unprognostic (8.90e-2)"	"unprognostic (3.24e-1)"	"unprognostic (4.27e-2)"	"unprognostic (9.28e-2)"	"unprognostic (1.36e-1)"	"unprognostic (1.52e-1)"
DLD	"DLDH, E3, GCSL, LAD, OGDC-E3"	ENSG00000091140	"Dihydrolipoamide dehydrogenase"	P09622	7	107891162-107931730	"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 222.4;tongue: 235.4"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 342.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA044849	Supported		Approved	"Nucleoplasm,Mitochondria,Principal piece"			NA	NA		11000000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 45: Non-specific - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 39: Non-specific - Basic cellular processes"	48	Mitochondria	"Nucleoplasm, Principal piece"	"HPA044849: AB_2679111"	"unprognostic (3.03e-1)"	"unprognostic (4.42e-3)"	"unprognostic (1.13e-2)"	"unprognostic (2.27e-1)"	"unprognostic (9.53e-3)"	"unprognostic (7.29e-2)"	"unprognostic (7.77e-2)"	"unprognostic (3.52e-3)"	"unprognostic (1.28e-1)"	"unprognostic (2.47e-3)"	"unprognostic (3.53e-9)"	"unprognostic (1.61e-1)"	"unprognostic (7.34e-3)"	"unprognostic (1.77e-1)"	"unprognostic (1.35e-3)"	"unprognostic (1.03e-2)"	"unprognostic (3.62e-1)"	"unprognostic (1.81e-1)"	"unprognostic (1.15e-1)"	"unprognostic (4.99e-3)"	"unprognostic (8.48e-2)"	"unprognostic (1.17e-1)"	"unprognostic (6.18e-3)"	"unprognostic (2.60e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.38e-2)"	"unprognostic (2.07e-1)"	"unprognostic (3.67e-1)"	"unprognostic (1.88e-1)"	"unprognostic (1.57e-2)"	"unprognostic (7.88e-2)"
DNAJB5	Hsc40	ENSG00000137094	"DnaJ heat shock protein family (Hsp40) member B5"	O75953	9	34989641-34998900	"Predicted intracellular proteins"		Chaperone		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 158.7;tongue: 209.7"	"Group enriched"	"Detected in many"	4	"Cardiomyocytes: 49.4;Skeletal myocytes: 82.9"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"myeloid DC: 5.5;neutrophil: 5.2"	"Group enriched"	"Detected in many"	5	"dendritic cells: 5.5;granulocytes: 5.2"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Colon - Smooth muscle cells, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Spleen - Fibroblast_1, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA023818, HPA050794"	Approved		Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 35: Non-specific - DNA binding"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 2: Skeletal myocytes - Muscle contraction"	23	Nucleoplasm	Cytosol	"HPA023818: AB_1847793, HPA050794: AB_2681241"	"unprognostic (2.04e-1)"	"unprognostic (1.83e-2)"	"unprognostic (1.36e-1)"	"unprognostic (8.60e-2)"	"unprognostic (1.20e-2)"	"unprognostic (9.67e-3)"	"unprognostic (6.72e-2)"	"unprognostic (3.29e-4)"	"unprognostic (1.16e-2)"	"unprognostic (1.86e-2)"	"unprognostic (2.28e-4)"	"unprognostic (1.02e-1)"	"unprognostic (1.13e-2)"	"unprognostic (2.92e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.42e-1)"	"unprognostic (5.97e-2)"	"unprognostic (6.58e-2)"	"unprognostic (2.11e-1)"	"unprognostic (4.86e-2)"	"unprognostic (2.62e-1)"	"unprognostic (1.25e-2)"	"unprognostic (1.20e-1)"	"unprognostic (6.12e-2)"	"unprognostic (3.56e-2)"	"unprognostic (4.64e-2)"	"unprognostic (2.17e-1)"	"unprognostic (3.42e-3)"	"unprognostic (6.42e-2)"	"unprognostic (4.22e-2)"	"unprognostic (4.52e-2)"
DNASE1L1	"DNAS1L1, DNASEX, DNL1L, XIB"	ENSG00000013563	"Deoxyribonuclease 1 like 1"	P49184	X	154401236-154412112	"Predicted intracellular proteins"		"Endonuclease, Hydrolase, Nuclease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 141.8"	"Cell type enhanced"	"Detected in many"		"Kupffer cells: 38.0;monocytes: 39.9;Skeletal myocytes: 47.8"	"Cell type enhanced"	"Detected in all"		"endothelial cell: 21.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA072635	Approved				"Intracellular and membrane"	Enzyme	NA	NA		43000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 36: Non-specific - mRNA processing"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	71			"HPA072635: AB_2686542"	"unprognostic (5.92e-2)"	"unprognostic (2.64e-3)"	"unprognostic (3.28e-1)"	"unprognostic (9.88e-2)"	"unprognostic (3.98e-2)"	"unprognostic (2.46e-2)"	"unprognostic (1.52e-2)"	"unprognostic (3.43e-2)"	"unprognostic (1.75e-3)"	"unprognostic (1.52e-1)"	"unprognostic (3.01e-5)"	"unprognostic (3.64e-3)"	"unprognostic (1.58e-1)"	"unprognostic (7.82e-2)"	"unprognostic (3.78e-1)"	"unprognostic (3.67e-2)"	"unprognostic (8.59e-2)"	"unprognostic (1.05e-2)"	"unprognostic (7.58e-3)"	"unprognostic (1.32e-1)"	"unprognostic (1.62e-2)"	"unprognostic (3.43e-2)"	"unprognostic (1.16e-1)"	"unprognostic (5.38e-1)"	"unprognostic (1.89e-1)"	"unprognostic (1.06e-1)"	"unprognostic (1.52e-1)"	"unprognostic (2.12e-1)"	"unprognostic (5.81e-2)"	"unprognostic (1.47e-1)"	"unprognostic (9.92e-3)"
DOK5	"C20orf180, dJ805C22.1"	ENSG00000101134	"Docking protein 5"	Q9P104	20	54475593-54651169	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 44.4;tongue: 23.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 105.0;Excitatory neurons: 47.9;Inhibitory neurons: 76.1;Muller glia cells: 56.0;Oligodendrocyte precursor cells: 54.7;Secretory cells: 60.8"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 34.5;Ovary Serous Cystadenocarcinoma (TCGA): 35.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Brain cancer: 8.1"	"Lung - Fibroblast_2, Prostate - Fibroblasts, Skeletal muscle - Skeletal myocytes, Skin - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA054460, HPA065235"	Uncertain		Approved	"Focal adhesion sites"			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 14: Neurons - Synaptic function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 65: Neurons - Synaptic function"	1	"Focal adhesion sites"		"HPA054460: AB_2682495, HPA065235: AB_2685441"	"unprognostic (1.16e-1)"	"unprognostic (2.97e-1)"	"unprognostic (2.98e-1)"				"unprognostic (7.96e-2)"	"unprognostic (2.41e-2)"		"unprognostic (6.47e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.20e-1)"	"unprognostic (5.00e-1)"			"unprognostic (2.15e-1)"	"unprognostic (2.84e-1)"	"unprognostic (8.51e-2)"	"unprognostic (3.45e-1)"	"unprognostic (7.35e-2)"	"unprognostic (2.09e-1)"	"unprognostic (4.38e-2)"	"unprognostic (7.05e-2)"				"unprognostic (1.05e-1)"	"unprognostic (2.45e-3)"	"unprognostic (2.48e-1)"	"unprognostic (1.98e-2)"	"unprognostic (5.48e-2)"
DOK7	"C4orf25, Dok-7, FLJ33718, FLJ39137"	ENSG00000175920	"Docking protein 7"	Q18PE1	4	3463306-3501473	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"			"Congenital myasthenic syndrome, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"heart muscle: 40.5;skeletal muscle: 28.5"	"Cell type enhanced"	"Detected in many"		"B-cells: 7.6;Basal prostatic cells: 6.4;Cardiomyocytes: 11.7;Late spermatids: 9.0;Oocytes: 10.3;Secretory cells: 10.0;Skeletal myocytes: 8.8"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 37.5"	"Cancer enhanced"	"Detected in many"		"Ovary Serous Cystadenocarcinoma (TCGA): 18.6"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	16	"memory B-cell: 3.4;naive B-cell: 2.3;NK-cell: 1.9"	"Group enriched"	"Detected in many"	16	"B-cells: 3.4;NK-cells: 1.9"	"Low cancer specificity"	"Detected in many"			"Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"							"HPA059449, HPA062780"	Approved		Enhanced	Nucleoplasm,Mitochondria			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 73: B-cells - B-cell function"	3	Nucleoplasm	Mitochondria	"HPA059449: AB_2684023, HPA062780: AB_2732688"	"unprognostic (5.86e-2)"	"unprognostic (1.14e-3)"	"unprognostic (5.70e-2)"	"unprognostic (2.29e-1)"	"unprognostic (9.21e-2)"	"unprognostic (1.33e-2)"			"unprognostic (2.46e-2)"	"unprognostic (2.29e-2)"			"unprognostic (2.54e-3)"	"unprognostic (1.97e-2)"		"unprognostic (9.34e-2)"				"unprognostic (4.43e-2)"	"unprognostic (7.06e-2)"	"unprognostic (1.92e-1)"	"unprognostic (5.69e-2)"		"unprognostic (1.23e-1)"	"unprognostic (6.31e-2)"		"unprognostic (2.42e-3)"		"unprognostic (5.50e-2)"	"unprognostic (2.37e-4)"
DPF3	"BAF45c, cer-d4, Cerd4, FLJ14079, SMARCG3"	ENSG00000205683	"Double PHD fingers 3"	Q92784	14	72609034-72894101	"Predicted intracellular proteins"	"Myogenesis, Neurogenesis, Transcription, Transcription regulation"	"Activator, Chromatin regulator, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 5.2;heart muscle: 2.5;retina: 5.0;skeletal muscle: 3.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 99.1;Cone photoreceptor cells: 71.4;Early spermatids: 69.8;Granulosa cells: 48.1;Oligodendrocyte precursor cells: 115.6;Oligodendrocytes: 107.7;Rod photoreceptor cells: 94.5"	"Cell type enhanced"	"Detected in all"		"hippocampal CA4: 365.3;upper rhombic lip: 346.5"	"Cancer enriched"	"Detected in single"	8	"Glioblastoma Multiforme (TCGA): 7.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids"	"Region enhanced"	"Detected in all"		"cerebellum: 49.5"	"Low region specificity"	"Detected in all"			"HPA066790, HPA070601"	Enhanced		Enhanced	Nucleoplasm			NA	NA				"Cluster 3: Non-specific - Unknown function"	"Cluster 35: Non-specific - DNA binding"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 76: Oligodendrocyte precursor - Unknown function"	29	Nucleoplasm		"HPA066790: AB_2685724, HPA070601: AB_2686284"			"unprognostic (1.15e-1)"				"unprognostic (1.71e-1)"	"unprognostic (3.09e-2)"				"unprognostic (2.55e-1)"									"unprognostic (4.79e-2)"										
DPRX		ENSG00000204595	"Divergent-paired related homeobox"	A6NFQ7	19	53631999-53637014	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in some"		"placenta: 1.1;skeletal muscle: 1.0"	"Cell type enhanced"	"Detected in some"		"Adipocytes: 1.3;Cytotrophoblasts: 1.1;Late spermatids: 1.9;Oocytes: 4.4;Syncytiotrophoblasts: 5.4"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	30	"Testicular Germ Cell Tumor (TCGA): 1.9;Thyroid Carcinoma (TCGA): 5.7"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Low region specificity"	"Detected in many"			HPA043682	Uncertain						NA	NA				"Cluster 7: Adipose tissue - Mixed function"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"				"HPA043682: AB_10963073"																													"unprognostic (1.16e-1)"	"unprognostic (8.78e-2)"	
