Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GSDMC	MLZE	ENSG00000147697	"Gasdermin C"	Q9BYG8	8	129748196-129786624	"Predicted intracellular proteins, Transporters"	Necrosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 32.2;lymphoid tissue: 12.5;skin 1: 24.7;vagina: 11.0"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 41.0;Basal squamous epithelial cells: 27.5;Ionocytes: 10.3;Squamous epithelial cells: 29.5;Suprabasal keratinocytes: 45.3"	"Cell type enhanced"	"Detected in single"		"astrocyte: 2.9"	"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 6.7"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 3.8;head and neck cancer: 3.2;pancreatic cancer: 2.2"	"Heart muscle - Cardiomyocytes, Prostate - Urothelial cells, Skin - Keratinocyte (other)"					"Low region specificity"	"Detected in many"			"HPA026317, HPA072904"	Supported		Approved	Vesicles			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	1	Vesicles		"HPA026317: AB_1854008, HPA072904: "	"unprognostic (1.50e-1)"		"unprognostic (2.60e-1)"	"unprognostic (5.32e-3)"					"unprognostic (1.60e-1)"							"unprognostic (4.97e-2)"	"unprognostic (2.14e-2)"	"unprognostic (3.37e-1)"	"unprognostic (1.52e-1)"		"unprognostic (2.20e-1)"		"unprognostic (2.35e-4)"								
HES2	bHLHb40	ENSG00000069812	"Hes family bHLH transcription factor 2"	Q9Y543	1	6412418-6424670	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in many"		"esophagus: 32.7;skin 1: 16.3;vagina: 18.2"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 33.0;Intestinal goblet cells: 45.0;Late spermatids: 46.0;Paneth cells: 38.6;Squamous epithelial cells: 62.1;Suprabasal keratinocytes: 43.3;Syncytiotrophoblasts: 112.9"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 33.1;Head and Neck Squamous Cell Carcinoma (TCGA): 29.1"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	8	"basophil: 2.7;neutrophil: 1.0"	"Lineage enriched"	"Detected in single"	11	"granulocytes: 2.7"	"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 36.3;head and neck cancer: 37.3"	"Colon - Colon enterocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA039462	Uncertain						NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 48: Non-specific - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"				"HPA039462: AB_10673533"	"unprognostic (2.23e-1)"	"unprognostic (9.79e-2)"	"unprognostic (3.14e-2)"	"unprognostic (1.40e-2)"	"unprognostic (1.24e-1)"	"unprognostic (7.88e-4)"			"unprognostic (1.68e-1)"	"unprognostic (9.95e-2)"			"unprognostic (1.92e-4)"			"unprognostic (2.19e-2)"		"unprognostic (3.00e-1)"	"unprognostic (8.28e-3)"	"unprognostic (5.76e-2)"	"unprognostic (1.83e-1)"	"unprognostic (1.49e-3)"	"unprognostic (2.95e-3)"	"unprognostic (3.45e-2)"	"unprognostic (4.93e-1)"	"unprognostic (2.44e-1)"	"unprognostic (1.14e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.17e-1)"		"unprognostic (1.61e-1)"
HOXD10	"HOX4, HOX4D"	ENSG00000128710	"Homeobox D10"	P28358	2	176108790-176119937	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 20.0;endometrium 1: 34.7;vagina: 24.2"	"Cell type enhanced"	"Detected in some"		"Adipocytes: 9.8;Collecting duct cells: 13.6;Distal enterocytes: 5.4;Endometrial stromal cells: 20.0;Endothelial cells: 11.5;Enteroendocrine cells: 8.8;Lymphatic endothelial cells: 5.6;Oocytes: 5.9"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bone cancer: 27.6;Gallbladder cancer: 24.8"	"Thyroid gland - Fibroblasts"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	67	"spinal cord: 6.6"	HPA065871			Approved	"Nucleoplasm,Cytosol,Cytoplasmic bodies"			No	NA				"Cluster 41: Smooth muscle tissue - ECM organization"		"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 9: Endometrial stromal cells - Transcription"	9	Nucleoplasm	"Cytosol, Cytoplasmic bodies"	"HPA065871: AB_2685573"	"unprognostic (1.27e-2)"		"unprognostic (1.75e-1)"	"unprognostic (1.79e-1)"	"unprognostic (5.35e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.12e-2)"	"unprognostic (4.86e-3)"	"unprognostic (1.07e-1)"	"unprognostic (1.70e-1)"	"unprognostic (1.46e-2)"	"unprognostic (1.85e-2)"	"unprognostic (1.78e-4)"					"unprognostic (1.74e-1)"	"unprognostic (1.36e-1)"	"unprognostic (4.71e-1)"				"unprognostic (6.74e-2)"	"unprognostic (2.47e-1)"	"unprognostic (1.44e-1)"					"unprognostic (2.23e-2)"
HOXD11	"HOX4, HOX4F"	ENSG00000128713	"Homeobox D11"	P31277	2	176104216-176109754	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"endometrium 1: 6.9;intestine: 3.6;kidney: 4.6;prostate: 3.2;vagina: 4.2"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 21.4;Distal enterocytes: 14.7;Endometrial stromal cells: 27.3;Enteroendocrine cells: 14.3;Intestinal goblet cells: 8.2;Paneth cells: 6.4;Undifferentiated cells: 8.3"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bone cancer: 15.1"	"Kidney - Fibroblasts"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	31	"spinal cord: 3.1"	HPA055155			Supported	Nucleoplasm			NA	NA				"Cluster 62: Connective tissue - ECM organization"		"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 9: Endometrial stromal cells - Transcription"		Nucleoplasm		"HPA055155: AB_2682719"			"unprognostic (5.32e-2)"	"unprognostic (4.99e-2)"		"unprognostic (1.40e-1)"			"unprognostic (3.21e-1)"			"unprognostic (1.66e-1)"						"unprognostic (1.19e-1)"								"unprognostic (4.36e-1)"					"unprognostic (5.21e-1)"
HPSE2	"HPA2, HPR2, UFS"	ENSG00000172987	"Heparanase 2 (inactive)"	Q8WWQ2	10	98457077-99235862	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 34.0;cervix: 35.5;vagina: 26.7"	"Cell type enriched"	"Detected in some"	9	"Astrocytes: 854.3"	"Group enriched"	"Detected in all"	8	"astrocyte: 2414.9;ependymal cell: 844.1"	"Cancer enhanced"	"Detected in some"		"Prostate Adenocarcinoma (TCGA): 5.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	9	"Leukemia: 7.4;prostate cancer: 2.1"	"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			HPA044603	Uncertain				"Secreted to extracellular matrix"	"No annotated function"	NA	NA				"Cluster 34: Non-specific - Mixed function"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 47: Astrocytes - Unknown function"				"HPA044603: AB_10794051"	"unprognostic (1.59e-2)"		"unprognostic (3.09e-2)"					"unprognostic (6.67e-3)"																"unprognostic (2.39e-1)"		"unprognostic (6.51e-2)"	"unprognostic (9.74e-2)"		"unprognostic (2.89e-1)"		
IRX4		ENSG00000113430	"Iroquois homeobox 4"	P78413	5	1877413-1887236	"Plasma proteins, Predicted intracellular proteins, Transcription factors"		DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 15.4;heart muscle: 13.8;skin 1: 21.8;vagina: 11.8"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 38.1;Basal squamous epithelial cells: 48.1;Breast myoepithelial cells: 18.6;Salivary duct cells: 20.6;Squamous epithelial cells: 19.0;Suprabasal keratinocytes: 14.4"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 6.6;Head and Neck Squamous Cell Carcinoma (TCGA): 9.1;Lung Squamous Cell Carcinoma (TCGA): 4.2;Prostate Adenocarcinoma (TCGA): 8.3;Testicular Germ Cell Tumor (TCGA): 8.4"	"Group enriched"	"Detected in some"	4	"cerebellum: 1.6;medulla oblongata: 1.8;midbrain: 1.6;pons: 2.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 10.6;Esophageal cancer: 7.0;head and neck cancer: 9.7"	"Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Prostate glandular cells"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	8	"medulla oblongata: 1.4;pons: 1.6"	HPA064094			Uncertain	Nucleoplasm,Vesicles			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	3	"Nucleoplasm, Vesicles"		"HPA064094: "	"unprognostic (3.05e-3)"	"unprognostic (2.85e-2)"	"unprognostic (7.08e-2)"	"unprognostic (1.25e-1)"					"unprognostic (3.28e-1)"									"unprognostic (1.22e-1)"	"unprognostic (6.49e-2)"					"unprognostic (1.25e-1)"					"unprognostic (4.46e-1)"		
ISL1	"Isl-1, ISLET1"	ENSG00000016082	"ISL LIM homeobox 1"	P61371	5	51383448-51394730	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 22.2;seminal vesicle: 18.5;vagina: 15.3"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 170.4;Cytotrophoblasts: 33.3;Enteroendocrine cells: 40.8;Pancreatic endocrine cells: 103.6;Syncytiotrophoblasts: 29.3"	"Group enriched"	"Detected in some"	37	"medium spiny neuron: 20.2;splatter: 5.8"	"Cancer enhanced"	"Detected in some"		"Pancreatic Adenocarcinoma (TCGA): 5.8"	"Region enriched"	"Detected in many"	6	"hypothalamus: 24.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	7	"Neuroblastoma: 93.2"	"Adrenal gland - Adrenal medulla cells, Pancreas - Alpha cells, Pituitary gland - Thyrotropes, Testis - Spermatogonia"	"Group enriched"	"Detected in many"	8	"basal ganglia: 13.8;hypothalamus: 15.0;thalamus: 6.0"	"Group enriched"	"Detected in some"	9	"basal ganglia: 7.7;hypothalamus: 7.1"	"HPA048613, HPA057416"	Approved		Approved	"Nucleoplasm,Nuclear speckles,Mitochondria"			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 25: Bipolar cells - Visual perception"	14	Nucleoplasm	"Nuclear speckles, Mitochondria"	"HPA048613: , HPA057416: AB_2683431"			"unprognostic (2.22e-1)"	"unprognostic (1.34e-2)"																		"unprognostic (8.77e-3)"	"unprognostic (7.63e-2)"	"unprognostic (1.73e-1)"		"unprognostic (4.65e-2)"		"unprognostic (9.78e-2)"	"unprognostic (1.54e-1)"		
ISL2	FLJ10160	ENSG00000159556	"ISL LIM homeobox 2"	Q96A47	15	76336773-76342475	"Predicted intracellular proteins, Transcription factors"		"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"pituitary gland: 2.5;prostate: 2.2;vagina: 3.4"	"Cell type enriched"	"Detected in some"	8	"Cone photoreceptor cells: 35.7"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in some"			"Immune cell enhanced"	"Detected in some"		"neutrophil: 9.5"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Breast - Plasma cells, Pituitary gland - Thyrotropes"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	10	"spinal cord: 2.4"	HPA075192			Approved	"Rods & Rings"			NA	NA			"Cluster 28: Neutrophils - Unknown function"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 11: White matter - Signal transduction"	"Cluster 1: Neuronal - Visual perception"	"Cluster 66: Photoreceptor cells - Visual perception"	15	"Rods & Rings"		"HPA075192: AB_2686738"			"unprognostic (3.73e-1)"	"unprognostic (1.42e-2)"			"unprognostic (1.63e-1)"																					"unprognostic (3.33e-1)"			
KLK10	"NES1, PRSSL1"	ENSG00000129451	"Kallikrein related peptidase 10"	O43240	19	51012739-51020175	"Cancer-related genes, Enzymes, Predicted secreted proteins"	"Cell cycle"	"Hydrolase, Protease, Serine protease"	"Cancer-related genes, Tumor suppressor"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 108.7;esophagus: 400.9;vagina: 184.7"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 75.8;Basal respiratory cells: 62.0;Club cells: 92.0;Ionocytes: 71.8;Mucus glandular cells: 62.4;Secretory cells: 79.4;Suprabasal keratinocytes: 140.4"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 23.4"	"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 99.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 80.0;pancreatic cancer: 79.5"	"Adipose visceral - Mesothelial cells, Prostate - Prostate basal glandular cells"	"Region enriched"	"Detected in single"	4	"hippocampal formation: 1.6"	"Not detected"	"Not detected"								"Secreted in other tissues"	Enzyme	NA	NA		3700000		"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	115				"unprognostic (7.94e-3)"	"unprognostic (3.40e-4)"	"unprognostic (1.61e-1)"	"unprognostic (2.22e-1)"	"unprognostic (2.36e-1)"	"unprognostic (2.84e-1)"			"unprognostic (8.91e-2)"						"unprognostic (3.87e-1)"	"unprognostic (1.54e-1)"	"unprognostic (1.03e-1)"	"unprognostic (2.28e-2)"	"unprognostic (3.45e-2)"	"unprognostic (1.18e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.81e-4)"	"unprognostic (1.04e-1)"	"unprognostic (4.46e-2)"	"unprognostic (2.97e-1)"	"unprognostic (1.86e-1)"	"unprognostic (1.86e-1)"	"unprognostic (3.47e-2)"	"unprognostic (9.55e-2)"	"unprognostic (1.76e-2)"	"unprognostic (3.34e-1)"
KLK11	"PRSS20, TLSP"	ENSG00000167757	"Kallikrein related peptidase 11"	Q9UBX7	19	51022216-51028039	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Protease, Serine protease"	"Cancer-related genes, Disease variant, Ichthyosis"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 315.2;skin 1: 232.2;vagina: 180.9"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 211.3;Club cells: 273.7;Ionocytes: 231.6;Late spermatids: 351.6;Mesothelial cells: 304.1;Squamous epithelial cells: 214.1;Suprabasal keratinocytes: 644.6"	"Cell type enriched"	"Detected in some"	15	"choroid plexus epithelial cell: 39.9"	"Cancer enhanced"	"Detected in many"		"Prostate Adenocarcinoma (TCGA): 174.2"	"Region enriched"	"Detected in some"	26	"choroid plexus: 96.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 61.5;thyroid cancer: 43.0"	"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 1, Skin - Keratinocyte (other), Testis - Late spermatids, Thyroid gland - Parafollicular cells"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	4	"basal ganglia: 1.0"	CAB026340	Approved				"Secreted in other tissues"	Enzyme	NA	NA		19000000		"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 59: Suprabasal keratinocytes - Cornification"				"CAB026340: "	"unprognostic (1.50e-1)"	"unprognostic (6.45e-2)"	"unprognostic (8.51e-2)"	"unprognostic (7.71e-2)"	"unprognostic (1.10e-1)"	"unprognostic (2.33e-2)"			"unprognostic (2.92e-2)"	"unprognostic (2.45e-1)"				"unprognostic (2.49e-1)"	"unprognostic (2.67e-1)"	"unprognostic (2.42e-4)"	"unprognostic (3.55e-1)"	"unprognostic (3.51e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.04e-1)"	"unprognostic (1.67e-1)"	"unprognostic (6.60e-5)"	"unprognostic (1.09e-1)"	"unprognostic (1.80e-1)"	"unprognostic (3.58e-1)"	"unprognostic (4.60e-3)"	"unprognostic (2.76e-1)"	"unprognostic (2.74e-2)"	"unprognostic (1.56e-1)"	"unprognostic (3.38e-2)"	"unprognostic (8.25e-2)"
KLK8	"HNP, neuropsin, ovasin, PRSS19, TADG14"	ENSG00000129455	"Kallikrein related peptidase 8"	O60259	19	50996007-51002711	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Protease, Serine protease"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 114.7;skin 1: 99.5;vagina: 45.8"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 84.9;Mesothelial cells: 37.5;Secretory cells: 26.1;Squamous epithelial cells: 25.1;Suprabasal keratinocytes: 149.3"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"Head and Neck Squamous Cell Carcinoma (TCGA): 109.7;Ovary Serous Cystadenocarcinoma (TCGA): 149.0"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"head and neck cancer: 80.1"	"Adipose visceral - Mesothelial cells, Skin - Keratinocyte (other)"	"Region enriched"	"Detected in all"	5	"hippocampal formation: 36.1"	"Region enriched"	"Detected in single"	4	"basal ganglia: 1.9"	"CAB019393, HPA035761"	Enhanced		Approved	Vesicles	"Secreted in other tissues"	Enzyme	NA	NA		4800000		"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 25: Non-specific - Transcription"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	15	Vesicles		"CAB019393: , HPA035761: AB_2674769"	"unprognostic (1.77e-4)"	"unprognostic (8.46e-3)"	"unprognostic (2.00e-1)"	"unprognostic (5.97e-2)"	"unprognostic (9.41e-2)"	"unprognostic (1.12e-1)"			"unprognostic (3.35e-2)"							"unprognostic (1.61e-3)"	"unprognostic (1.16e-1)"	"unprognostic (1.72e-2)"	"unprognostic (3.23e-2)"	"unprognostic (1.69e-1)"	"unprognostic (4.52e-1)"	"unprognostic (8.21e-5)"	"unprognostic (1.88e-1)"		"unprognostic (1.07e-1)"	"unprognostic (2.45e-1)"	"unprognostic (1.58e-1)"	"unprognostic (5.96e-2)"	"unprognostic (1.14e-2)"		"unprognostic (7.94e-2)"
KRT13	"CK13, K13, MGC161462, MGC3781"	ENSG00000171401	"Keratin 13"	P13646	17	41500981-41505705	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 39777.6;vagina: 13006.5"	"Group enriched"	"Detected in many"	4	"Squamous epithelial cells: 20300.1;Suprabasal keratinocytes: 65115.0"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	6	"Bladder Urothelial Carcinoma (TCGA): 1407.1;Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 2163.6;Head and Neck Squamous Cell Carcinoma (TCGA): 1851.9;Lung Squamous Cell Carcinoma (TCGA): 602.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"cervical cancer: 3545.3"	"Prostate - Urothelial cells"									"CAB000133, HPA030877, HPA069771"	Enhanced		Enhanced	"Intermediate filaments"			NA	NA		590000000		"Cluster 29: Squamous epithelium - Innate immune response"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	31	"Intermediate filaments"		"CAB000133: , HPA030877: AB_2673641, HPA069771: AB_2732141"	"unprognostic (1.01e-3)"	"unprognostic (2.87e-1)"	"unprognostic (3.63e-2)"	"unprognostic (2.27e-1)"					"unprognostic (6.52e-3)"				"unprognostic (1.81e-1)"			"unprognostic (3.36e-1)"	"unprognostic (3.93e-2)"	"unprognostic (1.07e-1)"	"unprognostic (9.56e-2)"	"unprognostic (4.26e-3)"	"unprognostic (7.04e-2)"	"unprognostic (1.57e-5)"	"unprognostic (1.75e-2)"	"unprognostic (4.43e-1)"			"unprognostic (5.07e-2)"	"unprognostic (1.21e-1)"	"unprognostic (2.38e-1)"	"unprognostic (9.22e-2)"	"unprognostic (2.82e-1)"
