Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
EFCC1	"C3orf73, CCDC48, FLJ12057"	ENSG00000114654	"EF-hand and coiled-coil domain containing 1"	Q9HA90	3	129001304-129040742	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 5.4"	"Cell type enhanced"	"Detected in some"		"Adipocytes: 7.0;Endothelial cells: 8.7;Lymphatic endothelial cells: 29.3;Microglial cells: 8.9;Ovarian stromal cells: 8.4;Peritubular cells: 6.8"	"Cell type enhanced"	"Detected in many"		"endothelial cell: 25.3;ependymal cell: 21.1;fibroblast: 51.5"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"cervical cancer: 1.6"	"Liver - Hepatic stellate cells"	"Low region specificity"	"Detected in many"							"HPA042798, HPA050888, HPA076069"	Uncertain		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 24: Neurons - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 54: Lymphatic endothelial cells - Lymph vessel development"		Nucleoplasm	Cytosol	"HPA042798: AB_2678173, HPA050888: AB_2681263, HPA076069: "						"unprognostic (8.52e-3)"						"unprognostic (4.67e-3)"								"unprognostic (1.72e-1)"	"unprognostic (8.61e-2)"			"unprognostic (1.03e-2)"		"unprognostic (1.27e-2)"		"unprognostic (2.95e-1)"			
ELAPOR2	"EIG121L, FLJ31340, KIAA1324L"	ENSG00000164659	"Endosome-lysosome associated apoptosis and autophagy regulator family member 2"	A8MWY0	7	86876906-87059654	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 21.1"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 73.1;Early spermatids: 94.5;Excitatory neurons: 55.4;Inhibitory neurons: 104.5;Late spermatids: 97.3;Oligodendrocytes: 358.0"	"Cell type enhanced"	"Detected in all"		"oligodendrocyte: 511.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Group enriched"	"Detected in many"	5	"B-cells: 1.9;NK-cells: 2.3;T-cells: 2.7"	"Low cancer specificity"	"Detected in all"			"Lung - Alveolar cells type 2, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044527, HPA076093"	Uncertain		Approved	"Endoplasmic reticulum"			NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 34: Non-specific - Mixed function"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 65: Neurons - Synaptic function"	3	"Endoplasmic reticulum"		"HPA044527: AB_10963793, HPA076093: AB_2686776"	"unprognostic (6.07e-2)"	"unprognostic (1.91e-1)"		"unprognostic (3.02e-2)"	"unprognostic (2.57e-1)"	"unprognostic (2.46e-1)"	"unprognostic (1.82e-1)"	"unprognostic (1.22e-3)"	"unprognostic (3.05e-1)"	"unprognostic (6.47e-2)"	"unprognostic (2.59e-3)"	"unprognostic (2.38e-4)"	"unprognostic (5.53e-3)"			"unprognostic (2.86e-2)"	"unprognostic (7.37e-2)"	"unprognostic (9.72e-2)"	"unprognostic (1.22e-3)"	"unprognostic (6.20e-2)"	"unprognostic (1.72e-2)"	"unprognostic (4.88e-2)"	"unprognostic (1.59e-1)"	"unprognostic (3.62e-1)"	"unprognostic (2.36e-2)"	"unprognostic (4.74e-1)"	"unprognostic (5.49e-2)"	"unprognostic (7.34e-3)"	"unprognostic (4.44e-1)"	"unprognostic (1.69e-1)"	"unprognostic (3.20e-3)"
EMP2	XMP	ENSG00000213853	"Epithelial membrane protein 2"	P54851	16	10528422-10580632	"Disease related genes, Human disease related genes, Predicted membrane proteins"			"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 223.6"	"Cell type enriched"	"Detected in many"	4	"Alveolar cells type 1: 3419.6"	"Cell type enhanced"	"Detected in many"		"endothelial cell: 251.9;pericyte: 119.1;vascular associated smooth muscle cell: 115.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Endothelial cells, Liver - Hepatocytes, Lung - Alveolar cells type 1, Skeletal muscle - Endothelial cells, Skin - Keratinocyte (other), Thyroid gland - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA014711, HPA070816"	Approved		Approved	Nucleoplasm,Cytosol			No	Yes				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 72: Alveolar cells - Lung function"		Nucleoplasm	Cytosol	"HPA014711: AB_1848147, HPA070816: "	"unprognostic (4.10e-2)"	"unprognostic (4.50e-2)"	"unprognostic (3.53e-1)"	"unprognostic (2.36e-1)"	"unprognostic (6.34e-2)"	"unprognostic (9.60e-2)"	"unprognostic (1.01e-4)"	"unprognostic (3.33e-4)"	"unprognostic (1.51e-1)"	"unprognostic (1.61e-1)"	"unprognostic (1.48e-1)"	"unprognostic (8.32e-2)"	"unprognostic (6.69e-4)"	"unprognostic (3.87e-3)"	"unprognostic (4.01e-3)"	"unprognostic (3.06e-2)"	"unprognostic (1.69e-1)"	"unprognostic (9.59e-2)"	"unprognostic (4.44e-1)"	"unprognostic (6.73e-2)"	"unprognostic (2.92e-1)"	"unprognostic (2.45e-2)"	"unprognostic (2.71e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.72e-1)"	"unprognostic (4.79e-2)"	"unprognostic (3.46e-1)"	"unprognostic (3.83e-1)"	"unprognostic (2.12e-1)"	"unprognostic (1.27e-1)"	"unprognostic (4.79e-2)"
EPAS1	"bHLHe73, HIF2A, HLF, MOP2, PASD2"	ENSG00000116016	"Endothelial PAS domain protein 1"	Q99814	2	46293667-46386697	"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Angiogenesis, Differentiation, Host-virus interaction, Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Cancer-related genes, Congenital erythrocytosis, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lung: 399.3;placenta: 430.9"	"Cell type enhanced"	"Detected in all"		"Adipocytes: 795.3;Endothelial cells: 626.4;Extravillous trophoblasts: 336.1;Syncytiotrophoblasts: 365.0"	"Group enriched"	"Detected in all"	4	"endothelial cell: 1673.4;pericyte: 727.1;vascular associated smooth muscle cell: 610.1"	"Cancer enhanced"	"Detected in all"		"Kidney Renal Clear Cell Carcinoma (TCGA): 190.9"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	18	"basophil: 20.7;eosinophil: 8.4"	"Lineage enriched"	"Detected in single"	26	"granulocytes: 20.7"	"Low cancer specificity"	"Detected in all"			"Adipose visceral - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Pituitary gland - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Stomach - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031200, HPA069697"			Supported	"Nucleoplasm,Actin filaments,Cytokinetic bridge,Cytosol"			Yes	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	41	Nucleoplasm	"Actin filaments, Cytokinetic bridge, Cytosol"	"HPA031200: AB_2673785, HPA069697: AB_2732139"	"unprognostic (1.69e-1)"	"unprognostic (6.11e-2)"	"unprognostic (1.93e-2)"	"unprognostic (2.03e-2)"	"unprognostic (1.17e-1)"	"unprognostic (5.61e-3)"	"unprognostic (9.03e-2)"	"unprognostic (2.50e-4)"	"unprognostic (1.11e-1)"	"unprognostic (1.67e-1)"	"unprognostic (4.70e-10)"	"unprognostic (3.35e-4)"	"unprognostic (6.75e-2)"	"unprognostic (8.19e-2)"	"unprognostic (3.80e-3)"	"unprognostic (4.73e-2)"	"unprognostic (6.21e-2)"	"unprognostic (1.10e-1)"	"unprognostic (3.21e-2)"	"unprognostic (4.79e-2)"	"unprognostic (1.36e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.36e-1)"	"unprognostic (2.05e-1)"	"unprognostic (4.99e-2)"	"unprognostic (1.22e-1)"	"unprognostic (4.57e-2)"	"unprognostic (1.78e-2)"	"unprognostic (1.96e-1)"	"unprognostic (1.67e-2)"	"unprognostic (1.42e-1)"
F2RL3	PAR4	ENSG00000127533	"F2R like thrombin or trypsin receptor 3"	Q96RI0	19	16888999-16892606	"G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Blood coagulation, Hemostasis"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 18.4;lung: 32.4;thyroid gland: 18.6"	"Cell type enhanced"	"Detected in some"		"Adipocytes: 105.5;Endothelial cells: 24.6;Lymphatic endothelial cells: 28.7"	"Cell type enhanced"	"Detected in single"		"endothelial cell: 1.1"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 12.9"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Leukemia: 10.6"	"Testis - Sertoli cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA031401, HPA042340"			Supported	"Plasma membrane"			NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 48: Non-specific - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 57: Platelets - Hemostasis"		"Plasma membrane"		"HPA031401: , HPA042340: "	"unprognostic (2.51e-1)"	"unprognostic (3.66e-1)"	"unprognostic (6.10e-2)"	"unprognostic (4.66e-2)"	"unprognostic (1.41e-1)"	"unprognostic (2.36e-1)"			"unprognostic (1.56e-2)"	"unprognostic (4.22e-1)"	"unprognostic (7.79e-8)"	"unprognostic (2.50e-6)"	"unprognostic (4.35e-2)"	"unprognostic (2.29e-1)"		"unprognostic (1.61e-2)"	"unprognostic (8.28e-4)"	"unprognostic (2.15e-2)"	"unprognostic (1.02e-1)"	"unprognostic (4.03e-1)"		"unprognostic (5.08e-2)"	"unprognostic (7.31e-3)"	"unprognostic (1.23e-1)"	"unprognostic (2.52e-1)"	"unprognostic (1.72e-4)"		"unprognostic (6.43e-3)"		"unprognostic (3.86e-1)"	"unprognostic (5.02e-2)"
FCAR	"CD89, FcalphaR, FcalphaRI"	ENSG00000186431	"Fc alpha receptor"	P24071	19	54874235-54891420	"CD markers, Predicted intracellular proteins, Predicted membrane proteins"		"IgA-binding protein, Receptor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 25.9;lung: 10.2;lymphoid tissue: 13.1"	"Group enriched"	"Detected in some"	5	"Kupffer cells: 13.9;Macrophages: 20.4;monocytes: 47.3"	"Group enriched"	"Detected in some"	4	"central nervous system macrophage: 5.4;leukocyte: 6.8"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	8	"classical monocyte: 1.3;neutrophil: 4.1"	"Group enriched"	"Detected in many"	27	"granulocytes: 4.1;monocytes: 1.3"	"Not detected"	"Not detected"			"Adipose visceral - Neutrophils, Colon - Neutrophils, Heart muscle - Neutrophils, Liver - Neutrophils, Lung - Neutrophil_2, Minor Salivary Gland - Neutrophils, Pituitary gland - Neutrophils, Skeletal muscle - Neutrophils, Spleen - Neutrophils, Thyroid gland - Neutrophils"					"Not detected"	"Not detected"			HPA014050	Approved		Supported	"Plasma membrane"	"Intracellular and membrane"	Receptor	NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"		"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 29: Monocytes - Innate immune response"	1	"Plasma membrane"		"HPA014050: AB_1846338"			"unprognostic (1.28e-1)"																												
FCGR3A	"CD16, CD16a, FCG3, FcgammaRIIIa, FCGR3, FcGRIIIA"	ENSG00000203747	"Fc gamma receptor IIIa"	P08637	1	161541759-161550968	"CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	Immunity	"IgG-binding protein, Receptor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lung: 202.0;lymphoid tissue: 294.7"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 240.5;Kupffer cells: 656.2;Macrophages: 303.8;monocytes: 1050.2;NK-cells: 597.4"	"Group enriched"	"Detected in some"	73	"central nervous system macrophage: 8.0;leukocyte: 6.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"intermediate monocyte: 1806.3;non-classical monocyte: 4107.1"	"Lineage enriched"	"Detected in all"	6	"monocytes: 4107.1"	"Not detected"	"Not detected"			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Lung - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Spleen - Macrophages, Stomach - Macrophages, Thyroid gland - Macrophages"									"CAB032435, HPA055431"	Supported				"Secreted to blood"	Receptor	NA	NA			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 29: Monocytes - Innate immune response"	4			"CAB032435: AB_626925, HPA055431: AB_2682815"	"unprognostic (1.04e-1)"	"unprognostic (6.27e-2)"	"unprognostic (2.67e-1)"	"unprognostic (4.05e-2)"	"unprognostic (1.06e-1)"	"unprognostic (6.36e-2)"	"unprognostic (2.58e-2)"	"unprognostic (6.36e-2)"	"unprognostic (2.94e-1)"	"unprognostic (1.53e-1)"	"unprognostic (3.83e-2)"	"unprognostic (3.74e-1)"	"unprognostic (1.25e-2)"	"unprognostic (3.34e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.76e-3)"	"unprognostic (3.96e-2)"	"unprognostic (1.61e-1)"	"unprognostic (3.22e-2)"	"unprognostic (2.85e-1)"	"unprognostic (1.31e-2)"	"unprognostic (2.12e-1)"	"unprognostic (2.95e-1)"	"unprognostic (3.55e-2)"	"unprognostic (1.64e-2)"	"unprognostic (2.02e-1)"	"unprognostic (9.66e-2)"	"unprognostic (6.21e-2)"	"unprognostic (2.88e-2)"	"unprognostic (4.14e-2)"
FGFR4	"CD334, JTK2"	ENSG00000160867	"Fibroblast growth factor receptor 4"	P22455	5	177086905-177098144	"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters"		"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 80.5;lung: 63.4"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 61.1;Enteroendocrine cells: 17.0;Hepatocytes: 23.4;Proximal tubular cells: 17.0;Undifferentiated cells: 32.0"	"Cell type enriched"	"Detected in some"	7	"fibroblast: 21.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"liver cancer: 117.0"	"Liver - Hepatocytes, Lung - Fibroblast_1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB005196, HPA027273, HPA027369, HPA028251"	Approved				"Intracellular and membrane"	Receptor	NA	NA		4600000		"Cluster 47: Spleen - Immune response"	"Cluster 15: Non-specific - Transcription"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 2: Skeletal myocytes - Muscle contraction"	28			"CAB005196: AB_631512, HPA027273: AB_10600212, HPA027369: AB_10599427, HPA028251: AB_10601221"	"unprognostic (1.02e-2)"	"unprognostic (5.63e-2)"	"unprognostic (4.72e-2)"	"unprognostic (1.40e-3)"	"unprognostic (1.26e-1)"	"unprognostic (1.79e-1)"	"unprognostic (2.72e-1)"		"unprognostic (2.78e-3)"		"unprognostic (9.14e-2)"	"unprognostic (3.29e-1)"	"unprognostic (3.43e-2)"	"unprognostic (1.83e-2)"	"unprognostic (3.48e-2)"	"unprognostic (2.53e-1)"	"unprognostic (2.24e-2)"	"unprognostic (6.62e-2)"	"unprognostic (4.39e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.69e-1)"	"unprognostic (5.62e-2)"	"unprognostic (5.08e-4)"	"unprognostic (3.11e-2)"	"unprognostic (1.24e-1)"	"unprognostic (5.55e-2)"	"unprognostic (1.75e-1)"	"unprognostic (9.11e-3)"	"unprognostic (1.54e-1)"		"unprognostic (3.08e-1)"
FMO2		ENSG00000094963	"Flavin containing dimethylaniline monoxygenase 2"	Q99518	1	171185249-171212686	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Monooxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 67.2;lung: 91.0"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 188.1;Alveolar cells type 1: 115.7;Breast myoepithelial cells: 84.3;Club cells: 74.4;Endothelial cells: 92.7;Fibroblasts: 115.3;Mucus glandular cells: 80.6;Salivary duct cells: 108.3"	"Cell type enriched"	"Detected in some"	16	"fibroblast: 361.2"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 11.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Fibroblast_1, Pancreas - Fibroblasts, Spleen - Fibroblast_2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028261	Approved						NA	NA				"Cluster 7: Adipose tissue - Mixed function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 44: Connective tissue cells - ECM organization"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"				"HPA028261: AB_10601012"		"unprognostic (3.66e-2)"	"unprognostic (2.09e-1)"	"unprognostic (1.00e-1)"					"unprognostic (4.92e-2)"		"unprognostic (2.14e-5)"	"unprognostic (4.06e-3)"	"unprognostic (1.12e-2)"			"unprognostic (4.78e-3)"	"unprognostic (1.48e-1)"	"unprognostic (1.29e-1)"	"unprognostic (9.42e-2)"	"unprognostic (2.94e-4)"	"unprognostic (7.73e-4)"	"unprognostic (2.59e-1)"	"unprognostic (9.61e-2)"	"unprognostic (3.82e-1)"				"unprognostic (7.84e-4)"			
FPR3	"FMLPY, FPRH1, FPRL2, RMLP-R-I"	ENSG00000187474	"Formyl peptide receptor 3"	P25089	19	51795157-51826190	"G-protein coupled receptors, Predicted membrane proteins"	Chemotaxis	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 27.3"	"Cell type enhanced"	"Detected in some"		"Hofbauer cells: 63.3;Kupffer cells: 91.7;Langerhans cells: 297.8;Macrophages: 97.4"	"Cell type enriched"	"Detected in some"	5	"central nervous system macrophage: 17.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	20	"classical monocyte: 2.3;intermediate monocyte: 6.7;myeloid DC: 2.4"	"Group enriched"	"Detected in many"	46	"dendritic cells: 2.4;monocytes: 6.7"	"Cancer enriched"	"Detected in some"	5	"Gastric cancer: 6.7"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Lung - Macrophages, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Stomach - Macrophages, Thyroid gland - Macrophages"																NA	NA			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 11: Liver - Plasma proteins"	"Cluster 12: Non-specific - Vasculature"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 58: Macrophages - Innate immune response"					"unprognostic (1.34e-1)"	"unprognostic (4.15e-2)"	"unprognostic (3.80e-1)"	"unprognostic (7.65e-2)"	"unprognostic (2.65e-1)"	"unprognostic (7.41e-2)"	"unprognostic (7.03e-3)"	"unprognostic (3.65e-1)"	"unprognostic (1.91e-1)"	"unprognostic (6.54e-2)"	"unprognostic (9.18e-3)"	"unprognostic (4.23e-1)"	"unprognostic (9.67e-2)"	"unprognostic (1.61e-1)"	"unprognostic (1.04e-1)"	"unprognostic (4.78e-2)"	"unprognostic (6.28e-4)"	"unprognostic (1.05e-1)"	"unprognostic (1.70e-1)"	"unprognostic (3.18e-2)"	"unprognostic (3.38e-1)"	"unprognostic (3.28e-1)"	"unprognostic (6.01e-1)"	"unprognostic (1.88e-1)"	"unprognostic (3.16e-2)"	"unprognostic (7.08e-2)"	"unprognostic (2.27e-2)"	"unprognostic (1.33e-1)"	"unprognostic (9.63e-4)"	"unprognostic (2.63e-1)"	"unprognostic (2.05e-2)"
